,type,elevation_ft,continent,Longitude
4904,small_airport,245.0,NA,-84.71299743652344
4905,small_airport,1230.0,NA,-84.05709838867188
4906,small_airport,164.0,NA,-81.66210174560547
4907,small_airport,285.0,NA,-84.54109954833984
4908,small_airport,780.0,NA,-84.1666030883789
4909,small_airport,350.0,NA,-83.191667
4910,heliport,360.0,NA,-83.710278
4911,heliport,730.0,NA,-88.052662611
4912,heliport,1291.0,NA,-94.39440155029295
4913,heliport,1138.0,NA,-93.24240112304688
4914,small_airport,715.0,NA,-91.22019958496094
4915,heliport,1146.0,NA,-92.68440246582033
4916,small_airport,715.0,NA,-91.33889770507812
4917,heliport,1162.0,NA,-93.734436
4918,small_airport,1000.0,NA,-92.49520111
4919,small_airport,850.0,NA,-91.95960235595705
4920,small_airport,1020.0,NA,-92.72239685058594
4921,small_airport,640.0,NA,-86.73829650878906
4922,small_airport,860.0,NA,-85.9541015625
4923,small_airport,870.0,NA,-86.72969818115234
4924,small_airport,670.0,NA,-86.78810119628906
4925,heliport,600.0,NA,-87.49140167236328
4926,small_airport,820.0,NA,-86.08159637451172
4927,small_airport,900.0,NA,-86.52189636230469
4928,small_airport,880.0,NA,-85.71659851074219
4929,heliport,677.0,NA,-89.665802
4930,small_airport,661.0,NA,-88.54170227050781
4931,small_airport,725.0,NA,-89.22840118408203
4932,small_airport,620.0,NA,-88.8161010742
4933,small_airport,600.0,NA,-90.00509643554688
4934,heliport,515.0,NA,-90.58719635009766
4935,small_airport,500.0,NA,-89.38330078125
4936,small_airport,745.0,NA,-89.12079620361328
4937,seaplane_base,955.0,NA,-85.23359680175781
4938,seaplane_base,900.0,NA,-85.4052963256836
4939,heliport,1069.0,NA,-84.82279968261719
4940,small_airport,710.0,NA,-87.1802978515625
4941,small_airport,825.0,NA,-86.14830017089844
4942,heliport,934.0,NA,-86.64440155029297
4943,small_airport,608.0,NA,-87.22920227050781
4944,small_airport,673.0,NA,-87.06829833984375
4945,small_airport,880.0,NA,-85.69170379638672
4946,heliport,624.0,NA,-89.24590301513672
4947,heliport,620.0,NA,-88.80619812011719
4948,heliport,665.0,NA,-87.60420227050781
4949,heliport,397.0,NA,-88.52369689941406
4950,small_airport,420.0,NA,-89.93810272216797
4951,small_airport,710.0,NA,-89.12059783935547
4952,small_airport,704.0,NA,-88.3994979858
4953,small_airport,730.0,NA,-89.55010223388672
4954,small_airport,667.0,NA,-89.95890045166016
4955,small_airport,45.0,NA,-154.12399292
4956,small_airport,55.0,NA,-152.496715
4957,small_airport,14.0,NA,-165.27200317383
4958,small_airport,1020.0,NA,-95.03299713134766
4959,small_airport,960.0,NA,-94.95439910888672
4960,heliport,1290.0,NA,-97.34870147705078
4961,small_airport,1140.0,NA,-95.90670013427734
4962,small_airport,1310.0,NA,-97.06500244140624
4963,small_airport,3650.0,NA,-101.59300231933594
4964,small_airport,1900.0,NA,-99.062875
4965,small_airport,495.0,NA,-84.816955
4966,small_airport,540.0,NA,-88.37670135498047
4967,small_airport,727.0,NA,-85.77279663085938
4968,heliport,935.0,NA,-83.76190185546875
4969,small_airport,395.0,NA,-87.28109741210938
4970,small_airport,550.0,NA,-83.88999938964844
4971,heliport,550.0,NA,-87.49469757080078
4972,small_airport,890.0,NA,-84.68470001220703
4973,small_airport,450.0,NA,-85.6968994140625
4974,heliport,625.0,NA,-82.63500213623047
4975,seaplane_base,712.1670117322291,NA,-89.70279693603516
4976,heliport,5.0,NA,-90.19509887695312
4977,heliport,3.0,NA,-90.28510284423828
4978,small_airport,204.0,NA,-91.213303
4979,heliport,1199.3771003119025,NA,-90.21790313720705
4980,heliport,120.0,NA,-92.00900268554688
4981,heliport,10.0,NA,-90.11810302734376
4982,heliport,2.0,NA,-90.09400177001952
4983,small_airport,110.0,NA,-90.87429809570312
4984,small_airport,10.0,NA,-90.63420104980467
4985,small_airport,785.0,NA,-89.09339904785156
4986,small_airport,770.0,NA,-89.08760070800781
4987,heliport,728.0,NA,-88.23419952392578
4988,small_airport,930.0,NA,-89.9834976196289
4989,small_airport,685.0,NA,-87.99859619140625
4990,small_airport,850.0,NA,-88.66680145263672
4991,small_airport,840.0,NA,-88.6458969116211
4992,small_airport,642.0,NA,-89.42369842529297
4993,small_airport,820.0,NA,-85.9135971069336
4994,small_airport,135.0,NA,-91.44259643554688
4995,small_airport,217.0,NA,-91.39440155029295
4996,heliport,240.0,NA,-71.35980224609375
4997,heliport,30.0,NA,-70.68810272216797
4998,heliport,200.0,NA,-72.55039978027344
4999,heliport,393.0,NA,-71.76950073242188
5000,heliport,30.0,NA,-71.01309967041016
5001,heliport,15.0,NA,-71.043701171875
5002,heliport,20.0,NA,-70.81199645996094
5003,heliport,280.0,NA,-72.45010375976562
5004,heliport,10.0,NA,-71.03730010986328
5005,heliport,60.0,NA,-72.58370208740234
5006,heliport,16.0,NA,-76.571667
5007,small_airport,27.0,NA,-76.48300170898438
5008,small_airport,5.0,NA,-75.23069763183594
5009,small_airport,2500.0,NA,-79.45390319824219
5010,small_airport,23.0,NA,-75.1594009399414
5011,small_airport,105.0,NA,-76.73719787597656
5012,heliport,330.0,NA,-76.65670013427734
5013,small_airport,410.0,NA,-76.26249694824219
5014,small_airport,451.0,NA,-77.366667
5015,small_airport,490.0,NA,-77.3396987915039
5016,small_airport,461.0,NA,-76.7605972290039
5017,seaplane_base,390.0,NA,-70.93360137939453
5018,heliport,380.0,NA,-70.531705
5019,small_airport,680.0,NA,-83.6874008178711
5020,small_airport,685.0,NA,-86.04029846191406
5021,small_airport,915.0,NA,-85.6707992553711
5022,heliport,675.0,NA,-82.60130310058594
5023,small_airport,660.0,NA,-86.614501953125
5024,small_airport,890.0,NA,-84.82170104980469
5025,heliport,821.0,NA,-84.048913
5026,small_airport,1300.0,NA,-94.57559967041016
5027,small_airport,1465.0,NA,-95.354874
5028,small_airport,1325.0,NA,-96.2417984008789
5029,heliport,1080.0,NA,-93.15039825439452
5030,small_airport,1669.0,NA,-96.23059844970705
5031,small_airport,1122.0,NA,-96.451400756836
5032,heliport,1432.0,NA,-95.440041
5033,small_airport,778.0,NA,-91.41929626464844
5034,small_airport,865.0,NA,-94.05799865722656
5035,small_airport,850.0,NA,-92.44190216064452
5036,small_airport,939.0,NA,-92.4918975830078
5037,small_airport,720.0,NA,-94.33360290527344
5038,small_airport,840.0,NA,-91.11820220947266
5039,small_airport,875.0,NA,-95.24079895019533
5040,small_airport,720.0,NA,-94.26969909667967
5041,small_airport,1100.0,NA,-94.1085968017578
5042,small_airport,359.0,NA,-89.85900115966797
5043,heliport,202.0,NA,-90.302917
5044,small_airport,250.0,NA,-90.45030212402344
5045,small_airport,520.0,NA,-89.39399719238281
5046,small_airport,270.0,NA,-88.76020050048828
5047,small_airport,311.0,NA,-88.51699829101562
5048,heliport,344.0,NA,-90.1750030517578
5049,small_airport,195.0,NA,-90.28079986572266
5050,heliport,201.0,NA,-90.32839965820312
5051,small_airport,240.0,NA,-90.067596
5052,small_airport,4360.0,NA,-111.1449966430664
5053,heliport,6276.0,NA,-111.3
5054,small_airport,3891.0,NA,-114.184994
5055,small_airport,840.0,NA,-85.75
5056,small_airport,735.0,NA,-77.27549743652344
5057,small_airport,1081.0,NA,-97.16649627685548
5058,small_airport,935.0,NA,-75.78710174560547
5059,small_airport,2180.0,NA,-103.59100341796876
5060,small_airport,2256.0,NA,-103.6729965209961
5061,small_airport,1545.0,NA,-101.302001953125
5062,small_airport,2250.0,NA,-101.8280029296875
5063,small_airport,2440.0,NA,-103.87999725341795
5064,small_airport,815.0,NA,-80.61620330810547
5065,heliport,520.0,NA,-79.30169677734375
5066,small_airport,1090.0,NA,-81.196702
5067,heliport,840.0,NA,-80.854269
5068,small_airport,30.0,NA,-77.05049896240234
5069,small_airport,2100.0,NA,-82.47959899902344
5070,small_airport,390.0,NA,-78.5374984741211
5071,small_airport,600.0,NA,-80.62059783935547
5072,small_airport,675.0,NA,-80.34259796142578
5073,small_airport,880.0,NA,-97.15370178222656
5074,small_airport,1455.0,NA,-100.87999725341795
5075,small_airport,1065.0,NA,-97.11699676513672
5076,small_airport,3363.0,NA,-101.55999755859376
5077,small_airport,2500.0,NA,-99.7546005249
5078,heliport,2789.0,NA,-100.74400329589844
5079,small_airport,3000.0,NA,-101.1520004272461
5080,small_airport,3305.0,NA,-101.4469985961914
5081,small_airport,425.0,NA,-75.0177001953125
5082,heliport,87.0,NA,-74.59429931640625
5083,seaplane_base,712.1670117322291,NA,-74.12039947509766
5084,heliport,30.0,NA,-75.4384994506836
5085,heliport,85.0,NA,-74.67539978027344
5086,heliport,10.0,NA,-74.52130126953125
5087,heliport,109.0,NA,-75.03070068359375
5088,heliport,59.0,NA,-75.30439758300781
5089,small_airport,150.0,NA,-74.73290252685547
5090,heliport,90.0,NA,-74.59490203857422
5091,heliport,1340.0,NA,-79.23059844970703
5092,small_airport,375.0,NA,-76.3113021850586
5093,small_airport,455.0,NA,-73.41965
5094,small_airport,940.0,NA,-78.96700286865234
5095,small_airport,1280.0,NA,-76.02580261230469
5096,small_airport,500.0,NA,-77.3677978515625
5097,heliport,945.0,NA,-73.65959930419922
5098,heliport,5.0,NA,-74.17579650878906
5099,small_airport,500.0,NA,-73.54620361328125
5100,small_airport,420.0,NA,-74.32460021972656
5101,seaplane_base,712.1670117322291,NA,-73.86620330810547
5102,heliport,1044.0,NA,-79.613056
5103,small_airport,55.0,NA,-73.77210235595703
5104,heliport,70.0,NA,-72.17340087890625
5105,heliport,740.0,NA,-77.183601
5106,small_airport,1709.0,NA,-76.9011001586914
5107,heliport,72.0,NA,-73.71040344238281
5108,small_airport,1325.0,NA,-99.01399993896484
5109,seaplane_base,739.0,NA,-94.91690063476562
5110,small_airport,1330.0,NA,-98.17839813232422
5111,heliport,893.0,NA,-82.577888
5112,small_airport,980.0,NA,-84.29969787597656
5113,heliport,930.0,NA,-84.1874008178711
5114,small_airport,940.0,NA,-81.10679626464844
5115,heliport,783.0,NA,-82.018204
5116,small_airport,1035.0,NA,-80.70110321044922
5117,small_airport,840.0,NA,-83.11720275878906
5118,heliport,983.0,NA,-81.5154037475586
5119,medium_airport,1164.0,NA,-81.35790252685547
5120,heliport,590.0,NA,-82.2385025024414
5121,small_airport,741.0,NA,-84.2499008178711
5122,heliport,750.0,NA,-82.84159851074219
5123,heliport,661.0,NA,-83.69219970703125
5124,heliport,808.0,NA,-81.89510345458984
5125,heliport,508.0,NA,-84.40989685058594
5126,heliport,605.0,NA,-83.51519775390625
5127,small_airport,690.0,NA,-81.97010040283203
5128,small_airport,1170.0,NA,-80.75450134277344
5129,small_airport,730.0,NA,-82.61070251464844
5130,heliport,752.0,NA,-95.9188995361328
5131,small_airport,1320.0,NA,-97.66419982910156
5132,small_airport,1140.0,NA,-97.60030364990234
5133,heliport,950.0,NA,-96.7842025756836
5134,small_airport,1100.0,NA,-98.33370208740234
5135,small_airport,1560.0,NA,-123.2040023803711
5136,heliport,209.0,NA,-123.001502752
5137,heliport,680.0,NA,-123.02300262451172
5138,small_airport,195.0,NA,-123.07599639892578
5139,small_airport,245.0,NA,-123.23799896240234
5140,small_airport,206.0,NA,-122.94100189208984
5141,small_airport,510.0,NA,-122.25399780273438
5142,small_airport,205.0,NA,-122.9459991
5143,small_airport,700.0,NA,-123.04100036621094
5144,seaplane_base,1650.0,NA,-90.00019836425781
5145,small_airport,485.0,NA,-76.5363998413086
5146,small_airport,590.0,NA,-76.9800033569336
5147,heliport,430.0,NA,-76.30580139160156
5148,small_airport,520.0,NA,-77.01029968261719
5149,heliport,720.0,NA,-77.470891
5150,small_airport,1820.0,NA,-77.52469635009766
5151,small_airport,1670.0,NA,-75.3644027709961
5152,small_airport,400.0,NA,-75.14959716796875
5153,heliport,400.0,NA,-75.56629943847656
5154,small_airport,1348.0,NA,-80.09369659423828
5155,heliport,600.0,NA,-81.56559753417969
5156,heliport,980.0,NA,-79.95059967041016
5157,heliport,510.0,NA,-77.03299713134766
5158,small_airport,2000.0,NA,-76.5344009399414
5159,small_airport,1100.0,NA,-75.87830352783203
5160,heliport,300.0,NA,-75.76589965820312
5161,heliport,1172.0,NA,-78.40809631347656
5162,small_airport,1400.0,NA,-79.518586
5163,small_airport,2114.0,NA,-75.534243
5164,small_airport,1080.0,NA,-79.94869995117188
5165,small_airport,600.0,NA,-77.48359680175781
5166,small_airport,418.0,NA,-75.943603515625
5167,heliport,564.0,NA,-75.818333
5168,heliport,950.0,NA,-79.5811996459961
5169,small_airport,1091.0,NA,-97.43789672851562
5170,small_airport,174.0,NA,-123.0530014038086
5171,small_airport,837.0,NA,-97.43920135498048
5172,small_airport,2964.0,NA,-121.1240005493164
5173,small_airport,4052.0,NA,-121.39600372314452
5174,small_airport,940.0,NA,-82.69110107421875
5175,small_airport,350.0,NA,-81.51170349121094
5176,small_airport,3166.0,NA,-103.0459976196289
5177,heliport,1050.0,NA,-97.9813995361328
5178,small_airport,65.0,NA,-95.66380310058594
5179,small_airport,600.0,NA,-97.11139678955078
5180,small_airport,1020.0,NA,-98.46009826660156
5181,small_airport,174.0,NA,-96.05970001220705
5182,small_airport,1068.0,NA,-98.64620208740234
5183,small_airport,2000.0,NA,-99.38369750976562
5184,heliport,20.0,NA,-97.19889831542967
5185,small_airport,2250.0,NA,-101.01699829101562
5186,heliport,88.0,NA,-95.76940155029295
5187,small_airport,285.0,NA,-94.7334976196
5188,small_airport,1379.0,NA,-100.6729965209961
5189,small_airport,3576.0,NA,-103.6790008544922
5190,heliport,3700.0,NA,-105.20099639892578
5191,small_airport,85.0,NA,-94.94740295410156
5192,small_airport,1680.0,NA,-100.96499633789062
5193,small_airport,970.0,NA,-99.35060119628906
5194,small_airport,1060.0,NA,-83.73280334472656
5195,small_airport,1800.0,NA,-84.96880340576172
5196,small_airport,410.0,NA,-89.3677978515625
5197,small_airport,345.0,NA,-89.63860321044922
5198,heliport,570.0,NA,-88.4175033569336
5199,heliport,444.0,NA,-88.8551025390625
5200,small_airport,387.0,NA,-88.6947021484375
5201,heliport,482.0,NA,-95.3655014038086
5202,heliport,65.0,NA,-95.5063018798828
5203,heliport,570.0,NA,-95.626
5204,heliport,95.0,NA,-95.3687973022461
5205,small_airport,2189.0,NA,-99.49839782714844
5206,heliport,140.0,NA,-95.58580017089844
5207,small_airport,4572.0,NA,-102.927001953125
5208,small_airport,1089.0,NA,-99.34200286865234
5209,heliport,818.0,NA,-97.867203
5210,small_airport,35.0,NA,-94.83439636230467
5211,heliport,1800.0,NA,-99.7428970336914
5212,small_airport,684.0,NA,-97.232695
5213,small_airport,525.0,NA,-95.83360290527344
5214,small_airport,700.0,NA,-97.19200134277344
5215,small_airport,305.0,NA,-96.25969696044922
5216,small_airport,365.0,NA,-94.81829833984376
5217,small_airport,1500.0,NA,-99.8656005859375
5218,small_airport,705.0,NA,-97.2238998413086
5219,heliport,1000.0,NA,-98.5792007446289
5220,small_airport,2589.0,NA,-109.065333
5221,small_airport,4247.0,NA,-114.22000122070312
5222,small_airport,520.0,NA,-87.1875
5223,small_airport,3831.0,NA,-102.70099639892578
5224,small_airport,1953.0,NA,-72.8656997680664
5225,small_airport,350.0,NA,-78.7300033569336
5226,small_airport,840.0,NA,-79.66609954833984
5227,small_airport,101.0,NA,-77.39440155029297
5228,small_airport,1150.0,NA,-78.54000091552734
5229,small_airport,640.0,NA,-78.92220306396484
5230,small_airport,48.0,NA,-75.50599670410156
5231,heliport,1020.0,NA,-82.12870025634766
5232,small_airport,125.0,NA,-77.2957992553711
5233,small_airport,420.0,NA,-77.92050170898438
5234,small_airport,250.0,NA,-77.547222
5235,small_airport,1636.0,NA,-121.53600311279295
5236,small_airport,653.0,NA,-79.07890319824219
5237,small_airport,35.0,NA,-123.429656
5238,small_airport,144.0,NA,-77.73609924316406
5239,small_airport,1120.0,NA,-119.737998962
5240,small_airport,920.0,NA,-122.1969985961914
5241,small_airport,184.0,NA,-122.96800231933594
5242,heliport,52.0,NA,-122.94100189208984
5243,small_airport,30.0,NA,-122.88700103759766
5244,small_airport,1500.0,NA,-118.59500122070312
5245,heliport,256.0,NA,-123.26000213623048
5246,small_airport,175.0,NA,-122.26399993896484
5247,small_airport,370.0,NA,-122.66799926757812
5248,small_airport,936.0,NA,-91.27239990234376
5249,small_airport,840.0,NA,-89.18340301513672
5250,small_airport,1640.0,NA,-89.02149963378906
5251,small_airport,1500.0,NA,-89.74800109863281
5252,small_airport,900.0,NA,-91.45989990234376
5253,small_airport,750.0,NA,-87.89730072021484
5254,small_airport,737.0,NA,-91.37629699707033
5255,small_airport,1010.0,NA,-89.98639678955078
5256,small_airport,1300.0,NA,-88.53600311279297
5257,small_airport,1155.0,NA,-92.378306
5258,heliport,608.0,NA,-87.61820220947266
5259,heliport,640.0,NA,-87.994818
5260,heliport,616.0,NA,-88.470747
5261,small_airport,800.0,NA,-88.146389
5262,small_airport,1220.0,NA,-79.068142
5263,small_airport,320.0,NA,-97.763389
5264,small_airport,1971.0,NA,-99.498611
5265,small_airport,410.0,NA,-97.143378
5266,small_airport,1004.0,NA,-98.496
5267,heliport,7.0,NA,-93.988878
5268,heliport,527.0,NA,-96.952469
5269,heliport,2858.0,NA,-103.090833
5270,small_airport,210.0,NA,-95.96410369873048
5271,small_airport,430.0,NA,-96.52059936523438
5272,small_airport,795.0,NA,-97.73169708251952
5273,heliport,30.0,NA,-95.62129974365234
5274,heliport,572.0,NA,-96.887
5275,small_airport,350.0,NA,-93.8030014038086
5276,small_airport,1700.0,NA,-98.6613998413086
5277,small_airport,1300.0,NA,-98.16280364990234
5278,small_airport,982.0,NA,-83.85649871826172
5279,small_airport,800.0,NA,-82.75409698486328
5280,small_airport,1010.0,NA,-85.77230072020001
5281,small_airport,1300.0,NA,-163.32899475097656
5282,small_airport,3300.0,NA,-141.18099975585938
5283,seaplane_base,712.1670117322291,NA,-130.009975
5284,small_airport,5.0,NA,-151.52200317382812
5285,small_airport,95.0,NA,-150.11625
5286,heliport,14.0,NA,-87.505752
5287,heliport,340.0,NA,-93.38770294189452
5288,small_airport,5946.0,NA,-110.58799743652344
5289,heliport,174.0,NA,-118.186094
5290,heliport,58.0,NA,-118.133003235
5291,small_airport,120.0,NA,-85.19879913330078
5292,small_airport,245.0,NA,-87.2394027709961
5293,small_airport,644.0,NA,-84.13330078125
5294,small_airport,202.0,NA,-83.23419952392578
5295,small_airport,890.0,NA,-86.75640106201172
5296,small_airport,750.0,NA,-88.17430114746094
5297,heliport,870.0,NA,-89.63790130615234
5298,small_airport,1260.0,NA,-96.19450378417967
5299,small_airport,915.0,NA,-84.3302001953125
5300,heliport,10.0,NA,-90.781547
5301,heliport,32.0,NA,-90.793722
5302,small_airport,780.0,NA,-86.61499786376953
5303,heliport,26.0,NA,-76.18278
5304,seaplane_base,799.0,NA,-85.29419708251953
5305,small_airport,1045.0,NA,-96.30010223388672
5306,heliport,1006.0,NA,-91.8738021850586
5307,heliport,222.0,NA,-89.365555
5308,small_airport,905.0,NA,-80.6686019897461
5309,small_airport,1800.0,NA,-98.0781021118164
5310,heliport,15.0,NA,-75.08409881591797
5311,small_airport,6440.0,NA,-106.4879989624
5312,small_airport,1050.0,NA,-77.57330322265625
5313,heliport,185.0,NA,-123.084528
5314,small_airport,620.0,NA,-83.41549682617188
5315,heliport,1260.0,NA,-97.52110290527344
5316,small_airport,3450.0,NA,-120.946998
5317,small_airport,620.0,NA,-75.34960174560547
5318,heliport,1210.0,NA,-79.57119750976562
5319,small_airport,2228.0,NA,-116.93800354003906
5320,heliport,796.0,NA,-82.897211
5321,small_airport,600.0,NA,-97.99610137939452
5322,small_airport,400.0,NA,-88.350492
5323,heliport,630.0,NA,-98.33059692382812
5324,small_airport,1598.0,NA,-98.524017
5325,heliport,700.0,NA,-79.17250061035156
5326,small_airport,400.0,NA,-122.96499633789062
5327,heliport,5255.0,NA,-106.254167
5328,heliport,3897.0,NA,-106.50099
5329,small_airport,905.0,NA,-100.58499908447266
5330,small_airport,400.0,NA,-150.065814
5331,heliport,5100.0,NA,-112.330763
5332,small_airport,2806.0,NA,-116.61699676513672
5333,small_airport,80.0,NA,-121.22200012207033
5334,small_airport,7105.0,NA,-107.8040008544922
5335,small_airport,95.0,NA,-81.91809844970703
5336,small_airport,35.0,NA,-82.86979675
5337,small_airport,722.0,NA,-83.7957992553711
5338,small_airport,920.0,NA,-84.60050201416016
5339,small_airport,797.0,NA,-88.49449920654297
5340,small_airport,670.0,NA,-86.90560150146484
5341,small_airport,620.0,NA,-90.70010375976562
5342,small_airport,1020.0,NA,-94.88500213623048
5343,small_airport,1420.0,NA,-97.2136001586914
5344,heliport,1220.0,NA,-82.8124008178711
5345,small_airport,15.0,NA,-91.1531982421875
5346,small_airport,55.0,NA,-92.116653
5347,small_airport,1050.0,NA,-84.125
5348,seaplane_base,990.0,NA,-83.35600280761719
5349,heliport,1330.0,NA,-95.848272
5350,small_airport,355.0,NA,-78.348602
5351,heliport,65.0,NA,-74.60845470430002
5352,heliport,5.0,NA,-72.7628991008
5353,small_airport,740.0,NA,-84.0863037109375
5354,small_airport,1035.0,NA,-81.5989990234375
5355,small_airport,740.0,NA,-96.029722
5356,heliport,182.0,NA,-122.97699737548828
5357,small_airport,540.0,NA,-77.08300018310547
5358,heliport,986.0,NA,-79.86530303955078
5359,small_airport,142.0,NA,-80.95559692382812
5360,heliport,744.0,NA,-97.41470336914062
5361,small_airport,546.0,NA,-97.787119
5362,small_airport,750.0,NA,-86.97689819335938
5363,heliport,770.0,NA,-96.624298
5364,small_airport,540.0,NA,-95.66829681396484
5365,small_airport,340.0,NA,-77.63390350341797
5366,small_airport,580.0,NA,-122.06800079345705
5367,small_airport,800.0,NA,-88.55729675292969
5368,small_airport,1895.0,NA,-118.362028
5369,heliport,10.0,NA,-93.966796875
5370,small_airport,460.0,NA,-149.369995
5371,small_airport,590.0,NA,-92.240943
5372,small_airport,5585.0,NA,-113.3010025024414
5373,seaplane_base,1028.0,NA,-69.5978012084961
5374,small_airport,3075.0,NA,-117.46099853516
5375,small_airport,3454.0,NA,-121.7750015258789
5376,small_airport,7500.0,NA,-104.65399932861328
5377,small_airport,73.0,NA,-81.432028
5378,heliport,20.0,NA,-86.8666000366211
5379,small_airport,140.0,NA,-81.55950164794922
5380,heliport,900.0,NA,-84.47440338134766
5381,small_airport,615.0,NA,-84.01139831542969
5382,heliport,824.0,NA,-86.26329803466797
5383,small_airport,800.0,NA,-88.06490325927734
5384,small_airport,452.0,NA,-87.53140258789062
5385,heliport,509.0,NA,-88.26580047607422
5386,small_airport,1183.0,NA,-96.17169952392578
5387,small_airport,935.0,NA,-95.1322021484375
5388,small_airport,900.0,NA,-84.30239868164062
5389,small_airport,800.0,NA,-96.80729675292967
5390,small_airport,700.0,NA,-90.14430236816406
5391,small_airport,43.0,NA,-77.2667007446289
5392,small_airport,1047.0,NA,-97.28949737548828
5393,small_airport,4183.0,NA,-103.96600341796876
5394,heliport,381.0,NA,-74.86820220947266
5395,small_airport,6940.0,NA,-105.68599700928
5396,small_airport,804.0,NA,-77.64420318603516
5397,heliport,800.0,NA,-81.84819793701172
5398,heliport,1110.0,NA,-81.39620208740234
5399,heliport,720.0,NA,-95.95860290527344
5400,small_airport,40.0,NA,-122.84600067138672
5401,small_airport,980.0,NA,-76.00469970703125
5402,heliport,720.0,NA,-77.69969940185547
5403,small_airport,3006.0,NA,-114.08100128173828
5404,small_airport,755.0,NA,-96.35030364990234
5405,small_airport,2100.0,NA,-99.51699829101562
5406,small_airport,915.0,NA,-98.16280364990234
5407,heliport,4.0,NA,-95.29060363769533
5408,small_airport,4494.0,NA,-115.332000732
5409,heliport,230.0,NA,-77.50640106201172
5410,small_airport,1620.0,NA,-117.97599792480467
5411,small_airport,1450.0,NA,-90.056883
5412,heliport,51.0,NA,-95.12899780273438
5413,small_airport,1350.0,NA,-93.91410064697266
5414,seaplane_base,1300.0,NA,-149.4969940185547
5415,small_airport,110.0,NA,-150.93899536132812
5416,heliport,1276.0,NA,-94.184225
5417,small_airport,6449.0,NA,-110.65499877929688
5418,heliport,1411.0,NA,-118.65499877929688
5419,small_airport,1317.0,NA,-123.59100341796876
5420,small_airport,54.0,NA,-121.917999
5421,small_airport,4096.0,NA,-102.39199829101562
5422,small_airport,80.0,NA,-84.03469848632812
5423,heliport,125.0,NA,-82.35320281982422
5424,small_airport,675.0,NA,-85.25859832763672
5425,small_airport,813.0,NA,-92.57659912109376
5426,small_airport,760.0,NA,-84.8407974243164
5427,small_airport,710.0,NA,-88.5167007446289
5428,small_airport,818.0,NA,-86.21499633789062
5429,heliport,445.0,NA,-88.9186019897461
5430,small_airport,1105.0,NA,-95.8018035888672
5431,small_airport,1460.0,NA,-97.43280029296876
5432,small_airport,1130.0,NA,-84.55719757080078
5433,seaplane_base,712.1670117322291,NA,-89.30280303955078
5434,small_airport,680.0,NA,-83.447998
5435,heliport,980.0,NA,-83.49919891357422
5436,small_airport,1240.0,NA,-93.02660369873048
5437,heliport,475.0,NA,-90.0708999633789
5438,small_airport,95.0,NA,-79.08059692382812
5439,small_airport,1894.0,NA,-99.94709777832033
5440,small_airport,1090.0,NA,-96.40339660644533
5441,heliport,65.0,NA,-74.60679626464844
5442,heliport,4515.0,NA,-116.940891
5443,small_airport,627.0,NA,-77.61579895019531
5444,small_airport,721.0,NA,-84.45079803466797
5445,heliport,690.0,NA,-81.69760131835938
5446,small_airport,1280.0,NA,-97.76699829101562
5447,heliport,478.0,NA,-122.77300262451172
5448,heliport,625.0,NA,-76.99140167236328
5449,heliport,1360.0,NA,-79.11360168457031
5450,small_airport,1215.0,NA,-99.26419830322266
5451,heliport,906.0,NA,-98.695556
5452,small_airport,715.0,NA,-96.83920288085938
5453,small_airport,610.0,NA,-98.54949951171876
5454,small_airport,3060.0,NA,-114.000999451
5455,small_airport,390.0,NA,-77.75749969482422
5456,small_airport,41.0,NA,-75.8011111
5457,small_airport,940.0,NA,-84.97889709472656
5458,small_airport,535.0,NA,-118.98300170898438
5459,heliport,290.0,NA,-124.393664
5460,small_airport,30.0,NA,-97.5916976928711
5461,seaplane_base,400.0,NA,-149.57400512695312
5462,small_airport,390.0,NA,-93.758706
5463,small_airport,177.0,NA,-114.667482
5464,heliport,116.0,NA,-117.08200073242188
5465,small_airport,3410.0,NA,-116.7969970703125
5466,small_airport,1595.0,NA,-120.899002
5467,heliport,6316.0,NA,-107.544998169
5468,heliport,41.0,NA,-82.62670135498047
5469,heliport,150.0,NA,-82.46009826660156
5470,small_airport,890.0,NA,-84.26830291748047
5471,small_airport,800.0,NA,-86.1552963256836
5472,small_airport,653.0,NA,-88.802001953125
5473,heliport,815.0,NA,-86.16190338134766
5474,small_airport,766.0,NA,-89.41809844970703
5475,small_airport,1020.0,NA,-95.11270141601562
5476,small_airport,350.0,NA,-88.2472
5477,heliport,355.0,NA,-118.23600006103516
5478,heliport,688.0,NA,-89.65509796139999
5479,small_airport,310.0,NA,-89.58000183105469
5480,small_airport,415.0,NA,-70.320278
5481,small_airport,880.0,NA,-84.08309936523438
5482,small_airport,980.0,NA,-93.885498046875
5483,small_airport,15.0,NA,-76.41719818115234
5484,heliport,785.0,NA,-71.49579620361328
5485,seaplane_base,712.1670117322291,NA,-73.99960327148438
5486,small_airport,1940.0,NA,-78.0353012084961
5487,small_airport,728.0,NA,-84.6176986694336
5488,heliport,9.0,NA,-83.63849639892578
5489,small_airport,687.0,NA,-96.03500366210938
5490,heliport,3590.0,NA,-121.2689971923828
5491,heliport,1504.0,NA,-78.3052978515625
5492,heliport,1199.0,NA,-79.74749755859375
5493,small_airport,610.0,NA,-96.87329864501952
5494,small_airport,480.0,NA,-97.26689910888672
5495,small_airport,1235.0,NA,-99.85179901123048
5496,small_airport,1000.0,NA,-98.52529907226562
