,type,elevation_ft,continent,Longitude
30277,small_airport,1096.0,NA,-96.434558
30278,small_airport,1440.0,NA,-96.95030212402344
30279,heliport,1220.0,NA,-96.04889678955078
30280,small_airport,2175.0,NA,-99.01200103759766
30281,small_airport,2330.0,NA,-99.42040252685548
30282,small_airport,1600.0,NA,-97.5864028930664
30283,heliport,3929.0,NA,-102.87100219726562
30284,small_airport,1320.0,NA,-96.47669982910156
30285,small_airport,4300.0,NA,-102.9530029296875
30286,small_airport,1583.0,NA,-97.54119873046876
30287,small_airport,1490.0,NA,-97.27140045166016
30288,small_airport,2025.0,NA,-98.56009674072266
30289,small_airport,1325.0,NA,-96.6502990723
30290,small_airport,1270.0,NA,-96.8677978515625
30291,heliport,3985.0,NA,-103.66400146484376
30292,small_airport,1194.0,NA,-96.70059967041016
30293,small_airport,1230.0,NA,-96.75420379638672
30294,small_airport,1919.0,NA,-98.08370208740234
30295,heliport,1150.0,NA,-96.06700134277344
30296,small_airport,1265.0,NA,-96.25029754638672
30297,small_airport,1480.0,NA,-97.4103012084961
30298,small_airport,1385.0,NA,-96.58889770507812
30299,small_airport,1500.0,NA,-96.97949981689452
30300,heliport,978.0,NA,-95.94190216064452
30301,small_airport,1157.0,NA,-96.3949966430664
30302,small_airport,1350.0,NA,-96.47810363769533
30303,small_airport,1150.0,NA,-96.56700134277344
30304,heliport,1252.0,NA,-96.63079834
30305,heliport,1630.0,NA,-97.41699981689452
30306,small_airport,1485.0,NA,-97.07779693603516
30307,small_airport,1710.0,NA,-97.341313
30308,heliport,1500.0,NA,-97.45269775390624
30309,small_airport,1183.0,NA,-96.1100006104
30310,heliport,1246.0,NA,-96.02110290527344
30311,small_airport,3165.0,NA,-101.45700073242188
30312,heliport,2106.0,NA,-98.37259674
30313,small_airport,1405.0,NA,-96.62110137939452
30314,small_airport,1364.0,NA,-96.637813
30315,small_airport,1245.0,NA,-95.99949645996094
30316,heliport,1802.0,NA,-98.0145034790039
30317,small_airport,2035.0,NA,-98.30259704589844
30318,small_airport,1725.0,NA,-97.86979675292967
30319,small_airport,1760.0,NA,-98.0647964477539
30320,small_airport,1426.0,NA,-96.86419677734376
30321,heliport,1925.0,NA,-98.3874969482422
30322,small_airport,1405.0,NA,-96.66609954833984
30323,small_airport,1567.0,NA,-97.209544
30324,small_airport,2590.0,NA,-100.856841
30325,small_airport,3680.0,NA,-101.81800079345705
30326,small_airport,13.0,OC,-179.341995239
30327,seaplane_base,0.0,OC,177.129
30328,small_airport,20.0,OC,177.680917
30329,medium_airport,59.0,OC,177.4429931640625
30330,small_airport,10.0,OC,177.197006226
30331,small_airport,88.0,OC,179.9757
30332,small_airport,1349.81139720298,OC,-179.48899841308594
30333,small_airport,6.0,OC,178.156997681
30334,small_airport,1349.81139720298,OC,177.098007202
30335,small_airport,13.0,OC,179.951004028
30336,medium_airport,17.0,OC,178.5590057373047
30337,small_airport,11.0,OC,178.759002686
30338,small_airport,50.0,OC,179.339996338
30339,small_airport,10.0,OC,-179.66700744628906
30340,small_airport,280.0,OC,-178.817001343
30341,medium_airport,44.0,OC,179.33999633789062
30342,small_airport,60.0,OC,-179.876998901
30343,small_airport,358.0,OC,179.42199707
30344,small_airport,22.0,OC,177.0709991455078
30345,small_airport,17.0,OC,179.341003418
30346,small_airport,156.0,OC,177.8419952392578
30347,small_airport,130.0,OC,179.01699829101562
30348,small_airport,110.0,OC,-178.7411
30349,seaplane_base,0.0,OC,177.2654
30350,small_airport,37.0,OC,177.5449981689453
30351,seaplane_base,0.0,OC,177.368
30352,small_airport,76.0,OC,-178.9759979248047
30353,small_airport,36.0,OC,177.63900756835938
30354,small_airport,1349.81139720298,AF,4.485443592071533
30355,medium_airport,1590.0,AF,10.8963888889
30356,small_airport,57.0,AF,7.021388888890001
30357,small_airport,775.0,AF,4.369445
30358,small_airport,320.0,AF,6.582793
30359,small_airport,1998.0,AF,9.816672
30360,medium_airport,242.0,AF,5.81778
30361,small_airport,1349.81139720298,OC,173.04100036621094
30362,small_airport,6.0,OC,176.0070037841797
30363,medium_airport,9.0,OC,179.195999
30364,small_airport,1349.81139720298,OC,173.44200134277344
30365,small_airport,8.0,OC,173.031005859375
30366,small_airport,10.0,OC,173.27099609375
30367,small_airport,1349.81139720298,OC,172.99200439453125
30368,small_airport,6.0,OC,176.410003662
30369,small_airport,7.0,OC,175.5260009765625
30370,medium_airport,9.0,OC,173.14700317382812
30371,small_airport,8.0,OC,173.82899475097656
30372,medium_airport,7.0,OC,174.7760009765625
30373,small_airport,1349.81139720298,OC,175.97000122070312
30374,small_airport,10.0,OC,174.42799377441406
30375,small_airport,1349.81139720298,OC,176.80299377441406
30376,small_airport,1349.81139720298,OC,175.06399536132812
30377,small_airport,5.0,OC,172.811005
30378,small_airport,6.0,OC,173.636993
30379,seaplane_base,0.0,NA,-70.8462612
30380,heliport,700.0,NA,-71.2453056
30381,heliport,217.0,NA,-71.367778
30382,heliport,458.0,NA,-71.618797
30383,heliport,600.0,NA,-71.646666
30384,heliport,295.0,NA,-71.18280029296875
30385,small_airport,485.0,NA,-71.45659637451172
30386,heliport,1429.0,NA,-71.575008
30387,heliport,41.0,NA,-70.86119842529297
30388,heliport,528.0,NA,-71.194936
30389,heliport,1110.0,NA,-71.8888333
30390,seaplane_base,182.0,NA,-71.468561
30391,heliport,400.0,NA,-71.56060028076172
30392,heliport,1065.0,NA,-71.8608333
30393,small_airport,702.0,NA,-71.2333984375
30394,small_airport,415.0,NA,-71.70760345458984
30395,small_airport,520.0,NA,-71.71759796142578
30396,small_airport,560.0,NA,-71.15119934
30397,heliport,540.0,NA,-72.35230255126953
30398,small_airport,440.0,NA,-71.6458969116211
30399,heliport,1300.0,NA,-71.16809844970703
30400,heliport,860.0,NA,-71.56929779052734
30401,heliport,551.0,NA,-72.024478
30402,heliport,1460.0,NA,-71.99610137939453
30403,heliport,630.0,NA,-71.57279968261719
30404,heliport,551.0,NA,-71.9172973633
30405,heliport,1300.0,NA,-72.2031021118164
30406,small_airport,965.0,NA,-71.14949798583984
30407,heliport,66.0,NA,-70.918701171875
30408,heliport,360.0,NA,-71.47730255126953
30409,heliport,60.0,NA,-70.85659
30410,heliport,1009.0,NA,-71.554
30411,heliport,96.0,NA,-71.46199798583984
30412,small_airport,860.0,NA,-71.1697998046875
30413,small_airport,640.0,NA,-72.42980194091797
30414,small_airport,998.0,NA,-71.95040130615234
30415,heliport,209.0,NA,-71.50530242919922
30416,heliport,212.0,NA,-71.48149871826172
30417,small_airport,200.0,NA,-71.13700103759766
30418,heliport,250.0,NA,-71.51210021972656
30419,heliport,20.0,NA,-70.84259796142578
30420,heliport,620.0,NA,-71.69560241699219
30421,heliport,806.0,NA,-71.941116
30422,small_airport,650.0,NA,-71.67949676513672
30423,heliport,330.0,NA,-71.15950012207031
30424,heliport,1650.0,NA,-71.15689849853516
30425,heliport,332.0,NA,-71.48419952392578
30426,heliport,200.0,NA,-71.51090240478516
30427,heliport,274.0,NA,-71.315345
30428,heliport,240.0,NA,-71.21890258789062
30429,heliport,149.0,NA,-70.87339782714844
30430,heliport,83.0,NA,-70.93620300292969
30431,heliport,440.0,NA,-71.6447982788086
30432,heliport,491.0,NA,-71.4634017944336
30433,small_airport,840.0,NA,-71.65339660644531
30434,small_airport,188.0,NA,-71.18119812011719
30435,heliport,1132.0,NA,-71.98290252685547
30436,heliport,224.0,NA,-71.2180023193
30437,seaplane_base,116.0,NA,-71.03410339355469
30438,heliport,500.0,NA,-71.5083999633789
30439,heliport,920.0,NA,-71.83450317382812
30440,small_airport,130.0,NA,-71.0094985961914
30441,seaplane_base,647.0,NA,-71.17019653320312
30442,small_airport,460.0,NA,-71.18699645996094
30443,heliport,540.0,NA,-71.15779877
30444,heliport,420.0,NA,-71.17729949951172
30445,heliport,570.0,NA,-71.47090148925781
30446,heliport,190.0,NA,-71.47530364990234
30447,small_airport,740.0,NA,-71.7842025756836
30448,heliport,730.0,NA,-71.55919647216797
30449,small_airport,460.0,NA,-71.36920166015625
30450,heliport,160.0,NA,-71.12560272216797
30451,heliport,820.0,NA,-71.74169921875
30452,heliport,480.0,NA,-71.64620208740234
30453,heliport,730.0,NA,-72.270401
30454,heliport,616.0,NA,-71.63839721679688
30455,small_airport,640.0,NA,-71.22119903564453
30456,heliport,760.0,NA,-71.1462
30457,small_airport,425.0,NA,-71.78730010986328
30458,heliport,825.0,NA,-71.6791000366211
30459,small_airport,780.0,NA,-71.61119842529297
30460,heliport,600.0,NA,-71.17620086669922
30461,heliport,1155.0,NA,-71.82649994
30462,heliport,150.0,NA,-71.31529998779297
30463,heliport,400.0,NA,-71.68579864501953
30464,small_airport,610.0,NA,-71.904722
30465,heliport,470.0,NA,-71.316667
30466,heliport,1288.0,NA,-71.9988583
30467,small_airport,285.0,AF,-12.727162
30468,small_airport,276.0,NA,-151.58900451660156
30469,medium_airport,209.0,OC,-169.92559814453125
30470,seaplane_base,712.1670117322291,NA,-74.02870178222656
30471,heliport,185.0,NA,-74.92040252685547
30472,heliport,104.0,NA,-74.04129791
30473,small_airport,100.0,NA,-75.27320098876953
30474,seaplane_base,712.1670117322291,NA,-75.40239715576172
30475,heliport,14.0,NA,-74.80789947509766
30476,small_airport,750.0,NA,-75.07039642333984
30477,heliport,104.0,NA,-74.517375
30478,heliport,352.0,NA,-74.94020080570002
30479,heliport,185.0,NA,-74.17900085449219
30480,heliport,26.0,NA,-74.26460266113281
30481,heliport,5.0,NA,-75.34960174560547
30482,heliport,11.0,NA,-74.87460327148438
30483,small_airport,965.0,NA,-74.862786111
30484,heliport,172.0,NA,-75.116226
30485,heliport,30.0,NA,-75.09739685058594
30486,heliport,103.0,NA,-74.58399963378906
30487,small_airport,190.0,NA,-74.42459869384766
30488,heliport,85.0,NA,-75.03299713134766
30489,heliport,159.0,NA,-74.05599975585938
30490,heliport,50.0,NA,-74.84320068359375
30491,small_airport,105.0,NA,-74.4000015258789
30492,small_airport,99.0,NA,-75.2291030883789
30493,heliport,210.0,NA,-74.15260314941406
30494,heliport,620.0,NA,-74.8041000366211
30495,heliport,210.0,NA,-74.16899871826172
30496,heliport,100.0,NA,-74.53289794921875
30497,small_airport,12.0,NA,-75.47720336914062
30498,heliport,10.0,NA,-75.51629638671875
30499,heliport,480.0,NA,-74.9573974609375
30500,heliport,30.0,NA,-75.09130096435547
30501,heliport,14.0,NA,-74.13240051269531
30502,heliport,150.0,NA,-74.21820068359375
30503,heliport,160.0,NA,-74.21710205078125
30504,heliport,145.0,NA,-74.20929718017578
30505,heliport,150.0,NA,-74.20149993896484
30506,heliport,82.0,NA,-74.09400177001953
30507,heliport,870.0,NA,-74.72519684
30508,heliport,50.0,NA,-74.09120178222656
30509,heliport,124.0,NA,-74.3821029663086
30510,heliport,43.0,NA,-74.24539947509766
30511,heliport,40.0,NA,-75.23069763183594
30512,small_airport,80.0,NA,-74.38849639892578
30513,small_airport,565.0,NA,-74.88289642333984
30514,heliport,104.0,NA,-74.426806
30515,small_airport,470.0,NA,-74.96179962160001
30516,heliport,186.0,NA,-74.382894
30517,small_airport,90.0,NA,-74.82460021972656
30518,heliport,112.0,NA,-74.2982025146
30519,heliport,330.0,NA,-73.96620178222656
30520,heliport,25.0,NA,-74.03289794921875
30521,heliport,46.0,NA,-74.08319854736328
30522,heliport,17.0,NA,-74.42019653320312
30523,small_airport,53.0,NA,-74.6063003540039
30524,small_airport,118.0,NA,-74.27880096435547
30525,small_airport,105.0,NA,-74.26709747314453
30526,small_airport,480.0,NA,-75.01629638671875
30527,heliport,113.0,NA,-74.58209991455078
30528,small_airport,460.0,NA,-75.05039978027344
30529,small_airport,145.0,NA,-75.0802001953125
30530,small_airport,500.0,NA,-74.92960357666016
30531,heliport,612.0,NA,-74.81629943847656
30532,heliport,75.0,NA,-74.99490356445312
30533,heliport,124.0,NA,-74.16629791259766
30534,small_airport,80.0,NA,-74.80239868164062
30535,heliport,450.0,NA,-74.9723968506
30536,heliport,110.0,NA,-74.31759643554688
30537,small_airport,140.0,NA,-74.1812973022461
30538,heliport,240.0,NA,-74.1792984008789
30539,small_airport,15.0,NA,-75.44960021972656
30540,small_airport,50.0,NA,-74.36630249023438
30541,heliport,115.0,NA,-74.42569732666016
30542,heliport,411.0,NA,-75.02149963
30543,heliport,9.0,NA,-74.0968017578125
30544,small_airport,350.0,NA,-74.9093017578125
30545,heliport,247.0,NA,-74.24849700927734
30546,small_airport,85.0,NA,-74.94270324707031
30547,heliport,20.0,NA,-74.23429870605469
30548,heliport,8.0,NA,-74.19960021972656
30549,small_airport,60.0,NA,-75.39669799804688
30550,heliport,68.0,NA,-74.52239990234375
30551,heliport,8.0,NA,-74.5718002319336
30552,heliport,237.0,NA,-74.1908417
30553,heliport,840.0,NA,-74.64679718017578
30554,heliport,55.0,NA,-74.28399658203125
30555,heliport,10.0,NA,-74.15670013427734
30556,heliport,75.0,NA,-74.57879638671875
30557,heliport,90.0,NA,-74.1771011352539
30558,heliport,82.0,NA,-74.34130096435547
30559,heliport,28.0,NA,-75.04959869384766
30560,small_airport,330.0,NA,-75.07240295410156
30561,small_airport,115.0,NA,-74.9565963745
30562,heliport,42.0,NA,-74.91950225830078
30563,small_airport,587.0,NA,-74.74960327148438
30564,heliport,110.0,NA,-74.190584
30565,seaplane_base,863.0,NA,-76.31079864501953
30566,small_airport,790.0,NA,-75.60489654541016
30567,small_airport,463.0,NA,-75.99960327148438
30568,small_airport,1490.0,NA,-76.51609802246094
30569,small_airport,190.0,NA,-73.85540008544922
30570,small_airport,410.0,NA,-74.40989685058594
30571,small_airport,260.0,NA,-74.12989807128906
30572,small_airport,1480.0,NA,-76.82050323486328
30573,heliport,1250.0,NA,-77.50779724121094
30574,heliport,1663.0,NA,-74.08070373535156
30575,small_airport,1030.0,NA,-78.5469970703125
30576,seaplane_base,488.0,NA,-73.63849639892578
30577,heliport,900.0,NA,-74.83679962158203
30578,seaplane_base,1785.0,NA,-74.76190185546875
30579,small_airport,480.0,NA,-75.40239715576172
30580,small_airport,131.0,NA,-73.581711
30581,small_airport,582.0,NA,-78.6613998413086
30582,heliport,961.0,NA,-74.469722
30583,small_airport,900.0,NA,-76.87879943847656
30584,small_airport,380.0,NA,-78.80840301513672
30585,small_airport,1753.0,NA,-74.976217
30586,small_airport,1400.0,NA,-78.63480377197266
30587,heliport,560.0,NA,-73.56289672851562
30588,heliport,41.0,NA,-72.41619873046875
30589,seaplane_base,712.1670117322291,NA,-73.90229797363281
30590,small_airport,480.0,NA,-78.14530181884766
30591,heliport,280.0,NA,-73.83290100097656
30592,heliport,250.0,NA,-73.7828979492
30593,heliport,575.0,NA,-75.27629852294922
30594,heliport,156.0,NA,-73.64399719238281
30595,heliport,350.0,NA,-74.1404037475586
30596,heliport,244.0,NA,-73.99960327148438
30597,heliport,150.0,NA,-73.862833
30598,heliport,130.0,NA,-73.2218017578125
30599,small_airport,340.0,NA,-73.92459869384766
30600,heliport,500.0,NA,-73.06089782714844
30601,small_airport,900.0,NA,-76.83300018310547
30602,heliport,6.0,NA,-72.36000061035156
30603,heliport,907.0,NA,-76.22129821777344
30604,heliport,335.0,NA,-74.21540069580078
30605,small_airport,1030.0,NA,-76.77050018310547
30606,small_airport,1690.0,NA,-76.64109802246094
30607,heliport,400.0,NA,-76.28710174560547
30608,heliport,250.0,NA,-73.81900024414062
30609,heliport,635.0,NA,-78.93589782714844
30610,heliport,770.0,NA,-78.90730285644531
30611,heliport,354.0,NA,-73.87460327148438
30612,heliport,209.0,NA,-73.7748031616211
30613,heliport,1000.0,NA,-79.07749938964844
30614,small_airport,1860.0,NA,-75.316823
30615,small_airport,850.0,NA,-76.34970092773438
30616,small_airport,1300.0,NA,-76.53240203857422
30617,heliport,310.0,NA,-74.1343002319336
30618,small_airport,840.0,NA,-76.6635971069336
30619,heliport,260.0,NA,-74.90969848632812
30620,small_airport,755.0,NA,-77.05169677734375
30621,heliport,670.0,NA,-79.05120086669922
30622,heliport,181.0,NA,-73.8678970336914
30623,small_airport,880.0,NA,-74.53240203857422
30624,heliport,583.0,NA,-79.06230163574219
30625,small_airport,1751.0,NA,-78.35530090332031
30626,small_airport,480.0,NA,-76.01490020751953
30627,small_airport,1330.0,NA,-74.22370147710001
30628,heliport,415.0,NA,-73.71330261230469
30629,heliport,280.0,NA,-73.68009948730469
30630,heliport,480.0,NA,-74.24960327148438
30631,small_airport,590.0,NA,-78.59970092773438
30632,small_airport,1200.0,NA,-77.05799865722656
30633,heliport,9.0,NA,-73.86849975585938
30634,small_airport,1300.0,NA,-74.62460327148438
30635,heliport,95.0,NA,-73.58290100097656
30636,heliport,450.0,NA,-74.50430297851562
30637,heliport,163.0,NA,-73.92739868164062
30638,small_airport,7334.0,AS,137.8406
30639,heliport,14.0,EU,5.639972209929999
30640,heliport,1.0,EU,5.8028059005737305
30641,heliport,4.0,EU,5.9930830001831055
30642,heliport,110.0,EU,6.700277805328369
30643,heliport,16.0,EU,5.413888931274414
30644,heliport,80.0,EU,6.576056003570557
30645,heliport,165.0,EU,5.712500095367432
30646,heliport,58.0,EU,6.152500152587891
30647,heliport,62.0,EU,5.419722080230713
30648,heliport,49.0,EU,5.104722023010254
30649,heliport,68.0,EU,4.651556015014648
30650,heliport,12.0,EU,4.859110832214356
30651,heliport,6.0,EU,6.127999782562256
30652,heliport,130.0,EU,6.891250133514404
30653,heliport,91.0,EU,5.181416988372803
30654,heliport,6.0,EU,4.651111125946045
30655,heliport,30.0,EU,4.470832824707031
30656,heliport,40.0,EU,4.477972030639648
30657,heliport,22.0,EU,4.300278186798096
30658,heliport,4.0,EU,4.503056049346924
30659,heliport,1.0,EU,3.910500049591065
30660,heliport,6.0,EU,3.862499952316284
30661,small_airport,89.0,EU,5.88099
30662,small_airport,-14.0,EU,5.0216960907
30663,heliport,50.0,EU,5.62394444444
30664,small_airport,20.0,EU,3.89138888889
30665,small_airport,20.0,EU,4.62666666667
30666,small_airport,1349.81139720298,EU,5.910556
30667,small_airport,15.0,EU,3.71222222222
30668,heliport,39.0,EU,6.957222
30669,small_airport,10.0,EU,4.513611
30670,small_airport,30.0,EU,5.549444444440001
30671,small_airport,180.0,EU,5.998611111110001
30672,small_airport,1349.81139720298,EU,6.823611111110001
30673,small_airport,145.0,EU,6.216111111110001
30674,heliport,1199.3771003119025,EU,5.378821
30675,heliport,1199.3771003119025,EU,5.73863
30676,heliport,1199.3771003119025,EU,6.525208
30677,small_airport,66.0,EU,5.264167
30678,heliport,1199.3771003119025,EU,5.7356178
30679,small_airport,3.0,EU,5.004628
30680,medium_airport,20.0,OC,-178.065994263
30681,medium_airport,79.0,OC,-176.199005127
30682,heliport,5037.0,NA,-106.63600158691406
30683,small_airport,6676.0,NA,-107.2979965209961
30684,small_airport,6500.0,NA,-106.1669998
30685,small_airport,3465.0,NA,-104.36900329589844
30686,heliport,7012.0,NA,-105.9459991455078
30687,heliport,4860.0,NA,-106.677001953125
30688,small_airport,4200.0,NA,-107.393332
30689,small_airport,4140.0,NA,-107.63600158691406
30690,small_airport,4500.0,NA,-103.81300354003906
30691,heliport,5273.0,NA,-106.6179962
30692,small_airport,8025.0,NA,-106.56700134277344
30693,small_airport,5850.0,NA,-104.18399810791016
30694,small_airport,4775.0,NA,-106.7779
30695,heliport,6838.0,NA,-105.66300201416016
30696,small_airport,3556.0,NA,-104.44200134277344
30697,heliport,4250.0,NA,-107.24199676513672
30698,heliport,6660.0,NA,-105.76399993896484
30699,small_airport,8030.0,NA,-106.55999755859376
30700,small_airport,6655.0,NA,-105.6709976196289
30701,small_airport,4250.0,NA,-107.822998046875
30702,small_airport,5950.0,NA,-108.86100006103516
30703,small_airport,4430.0,NA,-106.0250015258789
30704,small_airport,4820.0,NA,-103.43699645996094
30705,small_airport,4475.0,NA,-103.06700134277344
30706,small_airport,7600.0,NA,-108.029722
30707,small_airport,4725.0,NA,-104.06099700927734
30708,small_airport,4400.0,NA,-104.08399963378906
30709,heliport,4500.0,NA,-105.98200225830078
30710,heliport,4803.0,NA,-106.91200256347656
30711,small_airport,7220.0,NA,-108.51499938964844
30712,small_airport,7354.0,NA,-107.9000015258789
30713,small_airport,4114.0,NA,-104.427001953125
30714,small_airport,5720.0,NA,-108.31099700927734
30715,small_airport,7250.0,NA,-108.09600067138672
30716,small_airport,4250.0,NA,-103.14800262451172
30717,heliport,4495.0,NA,-108.37100219726562
30718,small_airport,3920.0,NA,-104.11599731445312
30719,heliport,3386.0,NA,-104.4020004272461
30720,heliport,3385.0,NA,-104.4010009765625
30721,small_airport,3360.0,NA,-104.38099670410156
30722,small_airport,7640.0,NA,-106.49500274658205
30723,small_airport,6135.0,NA,-106.0749969482422
30724,heliport,5218.0,NA,-106.676181
30725,small_airport,6202.0,NA,-107.66200256347656
30726,small_airport,4255.0,NA,-103.28700256347656
30727,small_airport,6300.0,NA,-104.58399963378906
30728,heliport,5180.0,NA,-106.66999816894533
30729,small_airport,5460.0,NA,-108.86399841308594
30730,small_airport,6980.0,NA,-108.458999634
30731,heliport,7200.0,NA,-105.93000030517578
30732,heliport,4320.0,NA,-107.2480010986328
30733,heliport,4158.0,NA,-103.08799743652344
30734,small_airport,6530.0,NA,-106.14700317382812
30735,heliport,5280.0,NA,-108.21800231933594
30736,small_airport,6200.0,NA,-106.01200103759766
30737,small_airport,5155.0,NA,-108.86299896240234
30738,heliport,7064.0,NA,-105.5719985961914
30739,small_airport,7420.0,NA,-108.0770034790039
30740,small_airport,6578.0,NA,-104.447998046875
30741,small_airport,6950.0,NA,-108.34300231933594
30742,small_airport,5800.0,NA,-107.94000244140624
30743,small_airport,4157.0,NA,-109.046173
30744,small_airport,4807.0,NA,-106.0260009765625
30745,small_airport,4858.0,NA,-103.8560028076172
30746,small_airport,6192.0,NA,-107.56300354003906
30747,small_airport,6550.0,NA,-104.97000122070312
30748,small_airport,5115.0,NA,-104.91899871826172
30749,heliport,4028.0,NA,-106.735407
30750,small_airport,4150.0,NA,-107.64600372314452
30751,small_airport,4440.0,NA,-106.68000030517578
30752,small_airport,6917.0,NA,-108.51499938964844
30753,heliport,7220.0,NA,-105.912002563
30754,small_airport,3707.0,NA,-103.209
30755,small_airport,6505.0,NA,-105.3759994506836
30756,heliport,6097.0,NA,-108.26100158691406
30757,small_airport,4519.0,NA,-108.53700256347656
30758,small_airport,3600.0,NA,-104.47100067138672
30759,small_airport,4770.0,NA,-106.7600021
30760,small_airport,5630.0,NA,-106.52100372314452
30761,small_airport,4107.0,NA,-109.024479
30762,small_airport,7474.0,NA,-108.7900009
30763,small_airport,7050.0,NA,-105.6115
30764,heliport,3599.0,NA,-104.521667
30765,heliport,3925.0,NA,-103.346111
30766,small_airport,825.0,AF,39.68
30767,small_airport,1349.81139720298,EU,11.344714
30768,small_airport,305.0,OC,142.234166667
30769,small_airport,2372.0,OC,147.621352
30770,small_airport,6440.0,AS,81.34256
30771,small_airport,8970.0,AS,82.1468
30772,small_airport,1349.81139720298,AS,85.33300018310547
30773,small_airport,5765.0,OC,143.4531
30774,heliport,232.0,NA,-78.945833
30775,heliport,10.0,NA,-75.693611
30776,small_airport,600.0,NA,-79.995556
30777,small_airport,1180.0,NA,-81.173056
30778,heliport,1163.0,NA,-81.203861
30779,heliport,850.0,NA,-80.830278
30780,heliport,13.0,NA,-78.012394
30781,heliport,10.0,NA,-76.623888
30782,heliport,723.0,NA,-80.666383
30783,small_airport,35.0,NA,-77.462266
30784,small_airport,65.0,NA,-77.378889
30785,heliport,11.0,NA,-75.813566
30786,small_airport,304.0,OC,129.2638
30787,small_airport,9.0,OC,-169.669998
30788,small_airport,1349.81139720298,OC,-172.627888
30789,medium_airport,58.0,OC,-172.00799560546875
30790,medium_airport,110.0,OC,-169.425003
30791,small_airport,1349.81139720298,OC,-172.25799560546875
30792,medium_airport,32.0,OC,-170.710006714
30793,seaplane_base,5.0,OC,-149.606995
30794,small_airport,60.0,OC,-152.8059
30795,medium_airport,18.0,OC,-151.36099243164062
30796,medium_airport,7.0,OC,-149.5240020751953
30797,small_airport,7.0,OC,-147.662002563
30798,medium_airport,10.0,OC,-145.50999450683594
30799,medium_airport,9.0,OC,-140.88699340820312
30800,medium_airport,6.0,OC,-148.2310028076172
30801,small_airport,8.0,OC,-146.414993
30802,medium_airport,12.0,OC,-136.44000244140625
30803,medium_airport,13.0,OC,-145.65699768066406
30804,small_airport,21.0,OC,-141.7591
30805,small_airport,5.0,OC,-142.61399841308594
30806,medium_airport,14.0,OC,-146.07000732421875
30807,medium_airport,7.0,OC,-134.88999938964844
30808,medium_airport,11.0,OC,-146.88499450683594
30809,medium_airport,3.0,OC,-143.6580047607422
30810,small_airport,7.0,OC,-141.26699829101562
30811,small_airport,12.0,OC,-138.44500732421875
30812,medium_airport,5.0,OC,-138.81300354003906
30813,small_airport,5.0,OC,-137.01699829101562
30814,small_airport,7.0,OC,-145.5
30815,small_airport,10.0,OC,-135.63705444335938
30816,medium_airport,12.0,OC,-145.24600219726562
30817,medium_airport,9.0,OC,-146.61700439453125
30818,medium_airport,11.0,OC,-148.7169952392578
30819,small_airport,17.0,OC,-138.77200317382812
30820,small_airport,12.0,OC,-138.57000732421875
30821,medium_airport,11.0,OC,-146.2570037841797
30822,small_airport,13.0,OC,-145.12399291992188
30823,small_airport,7.0,OC,-145.32899475097656
30824,small_airport,3.0,OC,-140.1649932861328
30825,small_airport,10.0,OC,-145.470001221
30826,small_airport,7.0,OC,-142.268005371
30827,small_airport,50.0,OC,-146.3683
30828,small_airport,18.0,OC,-142.476944
30829,medium_airport,13.0,OC,-145.02499389648438
30830,small_airport,7.0,OC,-144.402999878
30831,small_airport,32.0,OC,-143.047
30832,medium_airport,220.0,OC,-140.22900390625
30833,medium_airport,1481.0,OC,-139.011001587
30834,small_airport,16.0,OC,-140.078003
30835,small_airport,160.0,OC,-139.552002
30836,medium_airport,10.0,OC,-151.75100708007812
30837,small_airport,7.0,OC,-149.58700561523438
30838,medium_airport,10.0,OC,-147.66099548339844
30839,medium_airport,7.0,OC,-151.02200317382812
30840,medium_airport,9.0,OC,-149.761993
30841,medium_airport,10.0,OC,-140.9459991455078
30842,medium_airport,15.0,OC,-152.24400329589844
30843,medium_airport,3.0,OC,-151.466003
30844,small_airport,32.0,OC,-151.8338
30845,small_airport,7.0,OC,-138.8202
30846,small_airport,9.0,OC,-138.85299682617188
30847,small_airport,30.0,OC,154.7383
30848,small_airport,2740.0,NA,-115.99299621582033
30849,small_airport,6520.0,NA,-117.4219970703125
30850,heliport,2133.0,NA,-115.17400360107422
30851,small_airport,5600.0,NA,-115.25
30852,small_airport,4150.0,NA,-119.13899993896484
30853,small_airport,4494.0,NA,-119.16899871826172
30854,small_airport,5288.0,NA,-115.03700256347656
30855,small_airport,5616.0,NA,-116.21600341796876
30856,small_airport,5220.0,NA,-119.89900207519533
30857,small_airport,3919.0,NA,-116.03800201416
30858,small_airport,5368.0,NA,-116.40899658203124
30859,small_airport,5060.0,NA,-119.8280029296875
30860,small_airport,5400.0,NA,-114.2300033569336
30861,heliport,4850.0,NA,-119.78399658203124
30862,small_airport,4706.0,NA,-119.93699645996094
30863,small_airport,4960.0,NA,-119.81300354003906
30864,heliport,2600.0,NA,-115.6269989013672
30865,small_airport,6158.0,NA,-115.89700317382812
30866,small_airport,4300.0,NA,-119.70099639892578
30867,heliport,1890.0,NA,-114.98400115966795
30868,small_airport,4835.0,NA,-118.08399963378906
30869,heliport,5707.0,NA,-119.8209991455078
30870,heliport,2375.0,NA,-115.1760025024414
30871,small_airport,3443.0,NA,-117.8280029296875
30872,small_airport,6620.0,NA,-117.03099822998048
30873,heliport,2200.0,NA,-115.20400238
30874,small_airport,4848.0,NA,-119.39600372314452
30875,heliport,2096.0,NA,-115.16600036621094
