,Unnamed: 0,type,elevation_ft,continent,Longitude
0,0,heliport,11.0,NA,-74.93360137939453
1,1,small_airport,3435.0,NA,-101.473911
2,2,small_airport,450.0,NA,-151.695999146
3,3,small_airport,820.0,NA,-86.77030181884766
4,5,small_airport,1100.0,NA,-97.8180194
5,6,small_airport,3810.0,NA,-112.16500091552734
6,7,small_airport,3038.0,NA,-116.888000488
7,8,small_airport,87.0,NA,-121.763427
8,9,heliport,3350.0,NA,-116.4597417
9,11,small_airport,53.0,NA,-82.21900177001953
10,12,heliport,25.0,NA,-82.34539794921875
11,13,small_airport,35.0,NA,-80.96920013427734
12,14,small_airport,700.0,NA,-84.06829833984375
13,15,heliport,957.0,NA,-84.73390197753906
14,16,heliport,43.0,NA,-155.980233
15,17,small_airport,2064.0,NA,-116.21399688720705
16,18,small_airport,3359.0,NA,-101.395994
17,19,heliport,600.0,NA,-87.122802734375
18,20,small_airport,840.0,NA,-89.5604019165039
19,21,heliport,634.0,NA,-87.2605972290039
20,22,small_airport,820.0,NA,-89.1229019165039
21,23,small_airport,1100.0,NA,-94.93049621582033
22,24,small_airport,1265.0,NA,-84.61969757080078
23,25,heliport,15.0,NA,-90.980833
24,26,heliport,600.0,NA,-89.70559692382812
25,27,small_airport,12.0,NA,-92.4293975830078
26,28,small_airport,45.0,NA,-75.75379943847656
27,29,heliport,588.0,NA,-86.41670227050781
28,30,small_airport,1365.0,NA,-95.70030212402344
29,31,small_airport,970.0,NA,-94.412399291992
30,33,small_airport,105.0,NA,-75.1852035522461
31,34,small_airport,348.0,NA,-78.37139892578125
32,35,heliport,78.0,NA,-74.47460174560547
33,36,seaplane_base,96.0,NA,-73.3698057
34,37,small_airport,1000.0,NA,-77.49970245361328
35,39,heliport,905.0,NA,-84.1874008178711
36,40,small_airport,960.0,NA,-96.217693
37,41,heliport,195.0,NA,-123.12999725341795
38,42,heliport,402.0,NA,-75.74690246582031
39,43,small_airport,1301.0,NA,-80.211111
40,45,small_airport,1620.0,NA,-122.088996887
41,46,small_airport,150.0,NA,-80.26719665527344
42,47,small_airport,1590.0,NA,-96.498897
43,49,heliport,600.0,NA,-97.1894989013672
44,50,small_airport,1100.0,NA,-85.95359802246094
45,51,small_airport,670.0,NA,-97.24199676513672
46,54,small_airport,551.0,NA,-78.9991684
47,55,small_airport,2680.0,NA,-80.49949645996094
48,56,small_airport,719.0,NA,-117.44300079346
49,57,small_airport,150.0,NA,-122.77200317382812
50,58,small_airport,860.0,NA,-89.05010223388672
51,59,small_airport,2900.0,NA,-117.2490005493164
52,60,small_airport,2060.0,NA,-79.86609649658203
53,61,heliport,5210.0,NA,-106.224443
54,62,small_airport,3110.0,NA,-101.93399810791016
55,63,small_airport,1950.0,NA,-152.27000427246094
56,64,heliport,120.0,NA,-149.446249008
57,65,small_airport,344.0,NA,-86.51390075683594
58,66,heliport,400.0,NA,-94.35489654541016
59,67,heliport,3300.0,NA,-111.86499786376952
60,69,heliport,3733.0,NA,-117.370058745
61,70,small_airport,2594.0,NA,-120.73400115966795
62,71,heliport,300.0,NA,-118.15399932861328
63,72,heliport,10175.0,NA,-106.24600219726562
64,73,heliport,60.0,NA,-72.72750091552734
65,74,small_airport,55.0,NA,-81.14420318603516
66,75,heliport,86.0,NA,-81.3697
67,76,small_airport,19.0,NA,-81.1592025756836
68,77,heliport,319.0,NA,-84.9791030883789
69,78,small_airport,375.0,NA,-82.77110290527344
70,79,small_airport,725.0,NA,-90.74130249023438
71,80,small_airport,5268.0,NA,-112.031998
72,81,small_airport,950.0,NA,-86.50669860839844
73,82,heliport,583.0,NA,-87.65950012207031
74,83,heliport,890.0,NA,-85.69580078125
75,84,small_airport,670.0,NA,-90.31819915771484
76,85,small_airport,59.0,NA,-81.90570068359375
77,86,small_airport,1157.0,NA,-97.5864028930664
78,87,small_airport,1485.0,NA,-97.00330352783205
79,88,heliport,419.0,NA,-88.64689636230469
80,89,small_airport,90.0,NA,-91.77369689941406
81,90,small_airport,555.0,NA,-89.46389770507812
82,91,small_airport,125.0,NA,-91.07740020751952
83,92,heliport,140.0,NA,-71.18009948730469
84,93,seaplane_base,712.1670117322291,NA,-76.456001
85,94,seaplane_base,608.0,NA,-68.50029754638672
86,95,heliport,736.0,NA,-83.67970275878906
87,96,seaplane_base,1358.0,NA,-92.55740356445312
88,97,heliport,615.0,NA,-90.48429870605467
89,98,small_airport,3141.0,NA,-114.87999725341795
90,99,small_airport,65.0,NA,-77.5813980102539
91,100,small_airport,3000.0,NA,-100.65299987792967
92,101,small_airport,835.0,NA,-72.086998
93,102,heliport,10.0,NA,-74.13710021972656
94,103,small_airport,3630.0,NA,-104.540278
95,104,small_airport,4600.0,NA,-119.0270004272461
96,106,heliport,1140.0,NA,-82.80159759521484
97,110,small_airport,960.0,NA,-77.73889923095703
98,111,small_airport,1040.0,NA,-76.02960205078125
99,112,small_airport,779.0,NA,-81.25279998779297
100,113,heliport,630.0,NA,-97.11579895019533
101,114,small_airport,505.0,NA,-96.4280014038086
102,115,small_airport,370.0,NA,-89.73059844970703
103,117,small_airport,610.0,NA,-96.87750244140624
104,118,small_airport,5124.0,NA,-115.63400268554688
105,119,small_airport,6000.0,NA,-109.39600372314452
106,120,small_airport,500.0,NA,-77.9250030518
107,121,heliport,154.0,NA,-123.81199645996094
108,122,small_airport,930.0,NA,-90.38919830322266
109,123,heliport,103.0,NA,-122.68499755859376
110,124,heliport,20.0,NA,-122.210908
111,125,small_airport,4250.0,NA,-104.81099700927734
112,126,heliport,715.0,NA,-97.853333
113,127,heliport,500.0,NA,-95.74549865722656
114,128,small_airport,190.0,NA,-150.09800720214844
115,129,small_airport,61.0,NA,-87.76439666748047
116,132,heliport,122.0,NA,-118.12899780273438
117,133,small_airport,165.0,NA,-90.52400207519533
118,134,small_airport,5160.0,NA,-119.058998
119,135,small_airport,7615.0,NA,-106.04699707
120,136,heliport,540.0,NA,-72.44450378417969
121,137,small_airport,121.0,NA,-81.87480163574219
122,139,small_airport,884.0,NA,-83.42900085449219
123,140,small_airport,710.0,NA,-84.92440032958984
124,141,heliport,9.0,NA,-157.9510040283203
125,142,heliport,1160.0,NA,-93.87799835205078
126,143,small_airport,5634.0,NA,-115.30500030517578
127,144,small_airport,925.0,NA,-86.21050262451172
128,145,small_airport,904.0,NA,-85.54080200195312
129,146,heliport,762.0,NA,-87.9572982788086
130,147,small_airport,1170.0,NA,-96.0552978515625
131,148,heliport,781.0,NA,-83.443319
132,149,heliport,760.0,NA,-84.89990234375
133,150,heliport,168.0,NA,-93.6602020263672
134,151,heliport,25.0,NA,-91.91899871826172
135,152,heliport,9.0,NA,-70.927001953125
136,153,small_airport,141.0,NA,-76.709739
137,154,small_airport,700.0,NA,-70.929397
138,155,small_airport,850.0,NA,-85.14849853515625
139,156,small_airport,1070.0,NA,-96.19200134277344
140,157,small_airport,650.0,NA,-91.03350067138672
141,158,small_airport,153.0,NA,-90.8468017578125
142,161,heliport,809.0,NA,-80.597778
143,162,small_airport,1550.0,NA,-96.90450286865234
144,163,seaplane_base,1180.0,NA,-71.21910095214844
145,164,heliport,78.0,NA,-74.46710205078125
146,165,small_airport,4443.0,NA,-118.5979995727539
147,166,heliport,435.0,NA,-75.65550231933594
148,167,small_airport,614.0,NA,-83.08329772949219
149,168,small_airport,950.0,NA,-80.56539916992188
150,170,small_airport,705.0,NA,-121.31600189208984
151,171,heliport,591.0,NA,-77.556602
152,172,heliport,1070.0,NA,-79.7699966430664
153,173,heliport,390.0,NA,-75.4552001953125
154,174,small_airport,15.0,A,-66.36689758300781
155,175,small_airport,1700.0,NA,-77.23030090332031
156,176,small_airport,1349.81139720298,NA,-81.22480010986328
157,177,small_airport,5830.0,NA,-112.98200225830078
158,178,heliport,5.0,NA,-95.8738021850586
159,179,heliport,560.0,NA,-96.86419677734376
160,180,small_airport,840.0,NA,-86.58419799804688
161,182,small_airport,3235.0,NA,-101.92288208
162,183,small_airport,4412.0,NA,-113.84300231933594
163,184,small_airport,320.0,NA,-77.8572006225586
164,185,heliport,1850.0,NA,-82.11669921875
165,186,small_airport,690.0,NA,-122.09400177001952
166,187,small_airport,920.0,NA,-92.65579986572266
167,188,small_airport,2150.0,NA,-119.31900024414062
168,189,small_airport,675.0,NA,-95.882864
169,191,heliport,159.0,NA,-149.284527
170,192,seaplane_base,150.0,NA,-151.13278198242188
171,193,heliport,628.0,NA,-86.046774
172,194,heliport,350.0,NA,-92.78849792480467
173,195,small_airport,4275.0,NA,-110.08399963378906
174,196,heliport,634.0,NA,-117.006952
175,197,small_airport,4950.0,NA,-104.744003296
176,198,small_airport,70.0,NA,-81.40809631347656
177,200,heliport,20.0,NA,-80.18730163574219
178,201,small_airport,238.0,NA,-81.8576944
179,203,small_airport,954.0,NA,-92.4613037109375
180,204,small_airport,3180.0,NA,-116.53299713134766
181,205,small_airport,465.0,NA,-87.7789001465
182,206,small_airport,750.0,NA,-87.81670379638672
183,207,small_airport,850.0,NA,-86.01249694824219
184,208,heliport,580.0,NA,-90.173401
185,209,heliport,1160.0,NA,-95.26409912109376
186,210,small_airport,385.0,NA,-87.54139709472656
187,211,heliport,25.0,NA,-91.12789916992188
188,212,heliport,79.0,NA,-91.70800018310548
189,213,seaplane_base,165.0,NA,-69.8895034790039
190,214,small_airport,150.0,NA,-72.552001953125
191,215,heliport,302.0,NA,-76.32669830322266
192,216,small_airport,556.0,NA,-70.6272964477539
193,217,heliport,585.0,NA,-83.86219787597656
194,218,small_airport,1435.0,NA,-95.22470092773438
195,220,heliport,110.0,NA,-90.8832015991211
196,221,small_airport,3580.0,NA,-111.71748
197,222,small_airport,874.0,NA,-94.41249847410002
198,223,small_airport,4.0,OC,169.852005
199,224,small_airport,35.0,NA,-77.9041976928711
200,225,small_airport,1045.0,NA,-97.8290023803711
201,226,small_airport,2430.0,NA,-99.3311996459961
202,227,heliport,400.0,NA,-71.12439727783203
203,229,small_airport,6120.0,NA,-115.2979965209961
204,230,small_airport,95.0,NA,-72.716796875
205,231,small_airport,580.0,NA,-83.01740264892578
206,232,heliport,890.0,NA,-81.599552
207,233,small_airport,890.0,NA,-96.1613998413086
208,234,small_airport,3340.0,NA,-117.48400115966795
209,235,heliport,197.0,NA,-75.4656982421875
210,236,heliport,479.0,NA,-76.180806
211,237,small_airport,980.0,NA,-94.921703
212,239,small_airport,704.0,NA,-122.22899627685548
213,240,heliport,73.0,NA,-78.66190338134766
214,242,small_airport,600.0,NA,-98.66950225830078
215,243,heliport,1000.0,NA,-83.57939910888672
216,244,heliport,1825.0,NA,-100.43800354003906
217,245,heliport,50.0,NA,-95.30719757080078
218,246,small_airport,5315.0,NA,-109.98600006103516
219,248,small_airport,2440.0,NA,-117.37200164794922
220,249,small_airport,880.0,NA,-88.883945
221,250,small_airport,2320.0,NA,-120.66999816894533
222,251,small_airport,2100.0,NA,-100.75399780273438
223,252,small_airport,250.0,NA,-150.811387
224,253,heliport,686.0,NA,-85.96720123
225,254,heliport,430.0,NA,-92.586047
226,256,small_airport,3020.0,NA,-117.675003
227,257,small_airport,2310.0,NA,-116.44100189208984
228,258,heliport,880.0,NA,-73.05239868164062
229,260,small_airport,9.0,NA,-80.51509857177734
230,261,heliport,37.0,NA,-82.336981
231,262,small_airport,30.0,NA,-81.22200012207031
232,263,small_airport,920.0,NA,-83.18879699707031
233,264,small_airport,801.0,NA,-92.05460357666016
234,265,small_airport,2343.0,NA,-116.53700256347656
235,266,small_airport,765.0,NA,-84.99410247802734
236,267,small_airport,755.0,NA,-89.0070037842
237,268,seaplane_base,954.0,NA,-85.113056
238,269,small_airport,728.0,NA,-88.56900024414062
239,270,heliport,835.0,NA,-95.2197036743164
240,271,small_airport,710.0,NA,-85.78939819335938
241,272,heliport,10.0,NA,-90.702222
242,273,small_airport,750.0,NA,-88.28759765625
243,274,heliport,52.0,NA,-91.10530090332033
244,276,heliport,40.0,NA,-75.82140350341797
245,277,small_airport,625.0,NA,-69.8938980102539
246,278,small_airport,880.0,NA,-84.62830352783203
247,279,small_airport,1195.0,NA,-94.68689727783205
248,280,small_airport,767.0,NA,-91.45149993896484
249,281,small_airport,100.0,NA,-90.8373031616
250,282,small_airport,2715.0,NA,-106.488095
251,283,heliport,445.0,NA,-78.7822036743
252,284,small_airport,3035.0,NA,-101.299003601
253,285,small_airport,155.0,NA,-75.2334976196
254,286,small_airport,2620.0,NA,-115.665000916
255,287,small_airport,250.0,NA,-73.6961975098
256,288,heliport,185.0,NA,-123.085556
257,290,heliport,984.0,NA,-97.079498291
258,291,small_airport,1500.0,NA,-120.200996399
259,292,heliport,50.0,NA,-75.2287979126
260,293,heliport,320.0,NA,-75.63021
261,294,heliport,994.0,NA,-82.60690307620001
262,295,heliport,2437.0,NA,-101.243011
263,297,heliport,49.0,NA,-95.3873977661
264,298,small_airport,1430.0,NA,-82.67890167239999
265,299,heliport,690.0,NA,-97.6061019897
266,300,small_airport,565.0,NA,-97.3688964844
267,301,small_airport,6160.0,NA,-110.794998169
268,302,small_airport,7826.0,NA,-106.1743889
269,303,heliport,2004.0,NA,-82.078
270,304,small_airport,50.0,NA,-77.21179962160001
271,305,small_airport,2156.0,NA,-72.26360321039999
272,306,small_airport,1021.0,NA,-92.895401001
273,307,small_airport,2345.0,NA,-117.43699646
274,308,small_airport,760.0,NA,-88.0167007446
275,309,small_airport,1510.0,NA,-119.641667
276,310,heliport,1137.0,NA,-79.9561111111
277,311,small_airport,1130.0,NA,-98.402861
278,313,small_airport,620.0,NA,-149.1880035
279,314,heliport,365.0,NA,-85.64969635010002
280,315,small_airport,1900.0,NA,-93.57025
281,316,heliport,200.0,NA,-114.634346
282,317,seaplane_base,440.0,NA,-67.931999
283,318,heliport,888.0,NA,-118.713996887
284,319,small_airport,618.0,NA,-122.39099884
285,320,small_airport,4978.0,NA,-104.9844228
286,321,heliport,600.0,NA,-73.1162033081
287,322,small_airport,295.0,NA,-86.21829986572266
288,323,heliport,6.0,NA,-80.13919830322266
289,324,small_airport,36.0,NA,-81.4083023071289
290,325,small_airport,625.0,NA,-84.71440124511719
291,326,small_airport,1155.0,NA,-93.06829833984376
292,327,small_airport,2969.0,NA,-114.835999
293,328,small_airport,795.0,NA,-84.99720001220703
294,329,small_airport,635.0,NA,-88.0167007446289
295,330,small_airport,860.0,NA,-86.50420379638672
296,331,small_airport,605.0,NA,-89.26399993896484
297,332,small_airport,945.0,NA,-95.95919799804688
298,333,small_airport,1070.0,NA,-84.40720367
299,334,small_airport,76.0,NA,-91.6977996826172
300,335,heliport,710.0,NA,-87.93509674072266
301,336,small_airport,83.0,NA,-92.47579956054688
302,337,heliport,911.0,NA,-97.214237
303,338,heliport,80.0,NA,-70.91230010986328
304,339,small_airport,20.0,NA,-76.2052001953125
305,340,small_airport,70.0,NA,-67.55919647216797
306,341,heliport,1446.0,NA,-92.2302778
307,342,heliport,272.0,NA,-89.68009948730469
308,343,heliport,359.0,NA,-90.16809844970705
309,344,small_airport,4364.0,NA,-111.152163
310,346,small_airport,2010.0,NA,-98.3089981079
311,347,heliport,200.0,NA,-70.95140075683594
312,348,heliport,7.0,NA,-74.03150177001953
313,349,small_airport,5180.0,NA,-114.088219
314,350,heliport,445.0,NA,-76.09020233154297
315,351,small_airport,830.0,NA,-81.96260070800781
316,353,small_airport,3500.0,NA,-117.35099792480467
317,354,heliport,110.0,NA,-75.178201
318,355,heliport,485.0,NA,-76.85800170898438
319,356,small_airport,1210.0,NA,-77.86190032958984
320,357,small_airport,647.0,NA,-123.24199676513672
321,358,small_airport,276.0,NA,-96.26509857177734
322,359,small_airport,950.0,NA,-97.79139709472656
323,361,small_airport,750.0,NA,-97.3585968017578
324,362,small_airport,608.0,NA,-97.4041976928711
325,363,small_airport,4838.0,NA,-110.31700134277344
326,364,small_airport,7720.0,NA,-105.552001953125
327,365,small_airport,445.0,NA,-78.4186019897461
328,366,heliport,68.0,NA,-73.08670043945312
329,367,heliport,2220.0,NA,-117.41400146484376
330,368,small_airport,958.0,NA,-88.74590301513672
331,369,small_airport,1570.0,NA,-118.0475
332,370,small_airport,105.0,NA,-91.54319763183594
333,371,small_airport,1455.0,NA,-95.4394989013672
334,372,small_airport,425.0,NA,-149.575331
335,373,heliport,415.0,NA,-85.97239685058594
336,374,small_airport,499.0,NA,-92.18489837646484
337,375,heliport,1280.0,NA,-111.751454
338,376,seaplane_base,115.0,NA,-68.8050003052
339,377,heliport,1942.0,NA,-116.83399963378906
340,378,heliport,520.0,NA,-118.28900146484376
341,379,small_airport,5100.0,NA,-103.69100189208984
342,380,small_airport,28.0,NA,-80.32890319824219
343,381,small_airport,105.0,NA,-81.88500213623047
344,382,heliport,3.0,NA,-82.8042984008789
345,383,heliport,1065.0,NA,-84.16210174560547
346,384,seaplane_base,536.0,NA,-86.69110107421875
347,385,small_airport,880.0,NA,-91.83429718017578
348,386,small_airport,2750.0,NA,-116.35900115966795
349,387,small_airport,708.0,NA,-88.86990356445312
350,389,small_airport,695.0,NA,-91.27429962158205
351,390,heliport,1332.0,NA,-97.37249755859376
352,392,heliport,1199.3771003119025,NA,-90.02780151367188
353,394,heliport,85.0,NA,-91.32019805908205
354,395,heliport,210.0,NA,-71.60900115966797
355,396,heliport,132.0,NA,-76.54630279541016
356,397,heliport,649.0,NA,-70.844275
357,398,heliport,978.0,NA,-84.39140319824219
358,399,small_airport,1463.0,NA,-92.4167022705
359,400,small_airport,755.0,NA,-94.8043975830078
360,401,small_airport,3541.0,NA,-112.10900115966795
361,402,small_airport,523.0,NA,-74.3916015625
362,403,small_airport,163.0,NA,-78.9302978515625
363,404,small_airport,2180.0,NA,-101.66899871826172
364,405,heliport,1015.0,NA,-95.86170196533205
365,406,small_airport,160.0,NA,-70.97309875488281
366,408,small_airport,5556.0,NA,-114.150277
367,409,small_airport,1100.0,NA,-76.44529724121094
368,410,heliport,1020.0,NA,-80.65699768066406
369,411,small_airport,1160.0,NA,-80.59120178222656
370,412,small_airport,915.0,NA,-84.3822021484375
371,413,heliport,900.0,NA,-94.83360290527344
372,414,small_airport,850.0,NA,-123.08000183105467
373,415,small_airport,1440.0,NA,-78.288152
374,416,heliport,727.0,NA,-76.772533
375,417,heliport,760.0,NA,-79.92130279541016
376,418,small_airport,289.0,NA,-96.24610137939452
377,419,small_airport,1340.0,NA,-97.25309753417967
378,420,small_airport,480.0,NA,-97.1168975830078
379,421,small_airport,129.0,NA,-95.0269012451172
380,422,small_airport,640.0,NA,-86.95690155029297
381,424,small_airport,215.0,NA,-95.81289672851562
382,425,small_airport,1160.0,NA,-78.85530090332031
383,426,heliport,2013.0,NA,-117.197998046875
384,427,small_airport,1075.0,NA,-92.45020294189452
385,428,small_airport,394.0,NA,-122.5530014038086
386,429,small_airport,546.0,NA,-97.04419708251952
387,430,small_airport,1068.0,NA,-96.1605987548828
388,431,small_airport,357.0,NA,-149.9549028
389,432,heliport,132.0,NA,-85.9791030883789
390,433,small_airport,300.0,NA,-92.80020141601562
391,435,small_airport,360.0,NA,-68.5697021484375
392,436,heliport,850.0,NA,-119.45099639892578
393,437,small_airport,100.0,NA,-121.77100372314452
394,438,small_airport,6620.0,NA,-104.427001953125
395,440,small_airport,764.0,NA,-82.72380065917969
396,441,small_airport,8.0,NA,-80.274803161621
397,443,heliport,18.0,NA,-81.8594970703125
398,444,small_airport,750.0,NA,-83.76309967041016
399,445,seaplane_base,538.0,NA,-86.44609832763672
400,446,small_airport,4580.0,NA,-113.30500030517578
401,447,heliport,740.0,NA,-85.64080047607422
402,448,small_airport,750.0,NA,-85.91390228271484
403,449,small_airport,1717.0,NA,-98.0516967773
404,450,small_airport,1321.0,NA,-96.93669891357422
405,451,small_airport,532.0,NA,-85.69329833984375
406,453,heliport,80.0,NA,-91.9889984131
407,454,heliport,149.0,NA,-70.70950317382812
408,455,small_airport,700.0,NA,-77.0519027709961
409,456,heliport,250.0,NA,-70.33920288085938
410,457,small_airport,1065.0,NA,-85.0239028930664
411,458,small_airport,1680.0,NA,-95.90950012207033
412,459,small_airport,880.0,NA,-93.6168975830078
413,460,small_airport,2762.0,NA,-106.52799987792967
414,461,small_airport,470.0,NA,-77.00389862060547
415,462,small_airport,625.0,NA,-80.7511978149414
416,463,seaplane_base,1404.0,NA,-72.06390380859375
417,464,heliport,10.0,NA,-73.994863
418,465,small_airport,5120.0,NA,-114.053472
419,466,heliport,1320.0,NA,-74.76499938964844
420,468,small_airport,1322.0,NA,-99.03369903564452
421,469,small_airport,250.0,NA,-122.62000274658205
422,470,small_airport,1690.0,NA,-78.125278
423,471,small_airport,1965.0,NA,-99.36009979248048
424,472,small_airport,30.0,NA,-95.344658
425,473,small_airport,39.0,NA,-97.51280212402344
426,474,small_airport,970.0,NA,-84.24109649658203
427,475,small_airport,690.0,NA,-97.5727996826172
428,476,heliport,660.0,NA,-96.447998046875
429,477,small_airport,4480.0,NA,-112.447222
430,478,small_airport,350.0,NA,-78.78309631347656
431,479,small_airport,801.0,NA,-72.91470336914062
432,480,heliport,2110.0,NA,-117.424477
433,482,heliport,840.0,NA,-97.3917007446289
434,483,small_airport,1289.0,NA,-93.5969009399414
435,484,small_airport,200.0,NA,-149.724439
436,485,seaplane_base,8.0,NA,-87.754678
437,487,heliport,1240.0,NA,-111.838835
438,488,small_airport,65.0,NA,-69.88710021972656
439,489,heliport,1810.0,NA,-120.8270034790039
440,490,small_airport,1025.0,NA,-120.5540008544922
441,491,heliport,270.0,NA,-119.306181
442,492,small_airport,5600.0,NA,-104.04100036621094
443,493,seaplane_base,881.0,NA,-73.09310150146484
444,494,small_airport,615.0,NA,-96.23310089111328
445,495,small_airport,35.0,NA,-81.48370361328125
446,496,small_airport,65.0,NA,-80.77279663085938
447,497,small_airport,103.0,NA,-81.32869720458984
448,498,heliport,960.0,NA,-81.52619934082031
449,499,small_airport,12.0,NA,-81.28589630126953
450,500,small_airport,2680.0,NA,-116.7770004272461
451,501,heliport,943.0,NA,-85.426386
452,503,seaplane_base,812.0,NA,-85.830556
453,504,small_airport,400.0,NA,-89.20290374759999
454,505,small_airport,1250.0,NA,-97.58000183105467
455,506,heliport,435.0,NA,-87.946994
456,507,small_airport,820.0,NA,-84.6260986328125
457,508,heliport,4.0,NA,-90.18260192871094
458,509,small_airport,665.0,NA,-88.48919677734375
459,510,small_airport,51.0,NA,-92.02359771728516
460,511,small_airport,360.0,NA,-71.49620056152344
461,512,heliport,470.0,NA,-76.61000061035156
462,513,small_airport,554.0,NA,-70.34529876708984
463,514,heliport,1019.0,NA,-84.53659821
464,515,seaplane_base,1372.0,NA,-93.0543975830078
465,516,small_airport,955.0,NA,-94.28379821777344
466,517,small_airport,345.0,NA,-89.86830139
467,518,small_airport,3450.0,NA,-108.809624
468,519,small_airport,550.0,NA,-76.32879638671875
469,520,small_airport,750.0,NA,-80.4655990600586
470,521,small_airport,1990.0,NA,-102.0979995727539
471,522,small_airport,1467.0,NA,-97.07949829101562
472,523,heliport,574.0,NA,-71.1358032227
473,524,heliport,429.0,NA,-74.30400085449219
474,525,small_airport,650.0,NA,-74.50559997558594
475,526,small_airport,1230.0,NA,-80.5636978149414
476,527,small_airport,635.0,NA,-95.25830078125
477,528,small_airport,1518.0,NA,-98.605477
478,529,small_airport,4990.0,NA,-121.11699676513672
479,530,heliport,1812.0,NA,-75.49960327148438
480,531,heliport,310.0,NA,-76.28079986572266
481,532,small_airport,130.0,NA,-71.62059783935547
482,533,heliport,1208.0,NA,-98.22450256347656
483,534,small_airport,1447.0,NA,-98.742451
484,535,small_airport,820.0,NA,-86.474357
485,537,small_airport,1040.0,NA,-97.74749755859376
486,538,small_airport,6397.0,NA,-115.86000061035156
487,539,small_airport,1000.0,NA,-79.74980163574219
488,542,small_airport,280.0,NA,-96.504031
489,543,small_airport,45.0,NA,-95.77749633789062
490,544,heliport,5742.0,NA,-150.75375
491,545,small_airport,228.0,NA,-149.847333
492,546,heliport,310.0,NA,-93.23989868164062
493,547,small_airport,4970.0,NA,-110.040007
494,548,heliport,320.0,NA,-121.132503
495,549,small_airport,2275.0,NA,-121.05699920654295
496,550,heliport,272.0,NA,-119.313572
497,551,small_airport,4180.0,NA,-103.65299987792967
498,552,small_airport,130.0,NA,-81.41310119628906
499,553,small_airport,71.0,NA,-82.0873031616211
500,554,small_airport,60.0,NA,-81.97059631347656
501,555,small_airport,230.0,NA,-83.68409729003906
502,556,seaplane_base,1110.0,NA,-93.37079620361328
503,557,small_airport,820.0,NA,-92.4093017578125
504,558,small_airport,3835.0,NA,-114.8550033569336
505,559,small_airport,880.0,NA,-86.44499969482422
506,561,small_airport,850.0,NA,-85.42500305175781
507,562,heliport,874.0,NA,-89.07430267333984
508,563,small_airport,970.0,NA,-95.13829803466795
509,564,heliport,531.0,NA,-85.63939666748047
510,565,heliport,2.0,NA,-90.20169830322266
511,566,small_airport,1000.0,NA,-88.74320220947266
512,567,heliport,181.0,NA,-91.38459777832033
513,568,small_airport,403.0,NA,-71.50589752197266
514,569,small_airport,260.0,NA,-70.85469818115234
515,570,heliport,842.0,NA,-84.56079864501953
516,571,small_airport,1060.0,NA,-95.6635971069336
517,572,small_airport,1210.0,NA,-93.36329650878906
518,573,small_airport,450.0,NA,-73.8759994506836
519,574,small_airport,310.0,NA,-79.02999877929688
520,575,small_airport,1250.0,NA,-96.193603515625
521,576,heliport,100.0,NA,-74.6865005493164
522,577,small_airport,561.0,NA,-79.650311
523,578,heliport,254.0,NA,-74.04889678955078
524,579,small_airport,700.0,NA,-95.86389923095705
525,580,heliport,487.0,NA,-121.163827
526,581,small_airport,1780.0,NA,-77.98809814453125
527,582,heliport,480.0,NA,-75.1427001953125
528,583,small_airport,2614.0,NA,-117.28399658203124
529,584,small_airport,923.0,NA,-97.497002
530,585,small_airport,787.0,NA,-97.86699676513672
531,586,heliport,924.0,NA,-83.94400024414062
532,587,small_airport,3100.0,NA,-103.16500091552734
533,588,small_airport,2522.0,NA,-102.02400207519533
534,589,small_airport,2375.0,NA,-80.493896484375
535,590,heliport,1390.0,NA,-78.98500061035156
536,591,heliport,10.0,NA,-77.00749969482422
537,592,heliport,2081.0,NA,-117.40699768066406
538,593,small_airport,705.0,NA,-91.30760192871094
539,594,heliport,710.0,NA,-98.49220275878906
540,595,seaplane_base,687.0,NA,-93.0155029296875
541,596,heliport,292.0,NA,-136.013611
542,597,small_airport,65.0,NA,-151.2352525
543,598,small_airport,305.0,NA,-162.899994
544,599,small_airport,800.0,NA,-146.86199951171875
545,600,small_airport,463.0,NA,-149.32200622558594
546,601,small_airport,81.0,NA,-150.678611
547,602,small_airport,250.0,NA,-150.49400329589844
548,603,small_airport,1580.0,NA,-142.731832
549,604,small_airport,1800.0,NA,-147.94400024414062
550,605,small_airport,18.0,NA,-150.95899963378906
551,607,small_airport,110.0,NA,-150.0590057373047
552,608,heliport,619.0,NA,-86.58889770507812
553,609,small_airport,97.0,NA,-87.65689849853516
554,610,heliport,1040.0,NA,-85.83329772949219
555,611,heliport,295.0,NA,-86.94029998779297
556,612,heliport,870.0,NA,-85.755793
557,613,small_airport,247.0,NA,-87.25279998779297
558,614,heliport,155.0,NA,-87.07330322265625
559,615,heliport,621.0,NA,-85.96530151367188
560,616,heliport,763.0,NA,-86.77310180664062
561,617,small_airport,590.0,NA,-87.63249969482422
562,618,heliport,1352.0,NA,-94.13710021972656
563,620,small_airport,217.0,NA,-90.35009765625
564,622,heliport,1251.0,NA,-94.46005
565,623,heliport,382.0,NA,-90.70179748535156
566,624,heliport,547.0,NA,-93.03099822998048
567,626,heliport,549.0,NA,-93.8520965576172
568,627,heliport,1540.0,NA,-93.74349975585938
569,628,heliport,1161.0,NA,-112.03976
570,630,small_airport,1930.0,NA,-113.640625
571,631,small_airport,1505.0,NA,-112.28700256347656
