,type,elevation_ft,continent,Longitude,Latitude
271,small_airport,710.0,NA,-85.78939819335938,37.135101318359375
272,heliport,10.0,NA,-90.702222,30.051111
273,small_airport,750.0,NA,-88.28759765625,42.13610076904297
274,heliport,52.0,NA,-91.10530090332031,30.44610023498535
276,heliport,40.0,NA,-75.82140350341797,39.51810073852539
277,small_airport,625.0,NA,-69.8938980102539,44.66669845581055
278,small_airport,880.0,NA,-84.62830352783203,42.53450012207031
279,small_airport,1195.0,NA,-94.68689727783203,47.985801696777344
280,small_airport,767.0,NA,-91.45149993896484,39.30120086669922
281,small_airport,100.0,NA,-90.8373031616,32.939601898199996
282,small_airport,2715.0,NA,-106.488095,47.13749777779999
283,heliport,445.0,NA,-78.7822036743,35.739200592
284,small_airport,3035.0,NA,-101.299003601,41.159999847399995
285,small_airport,155.0,NA,-75.2334976196,39.596801757799994
286,small_airport,2620.0,NA,-115.665000916,35.7555007935
287,small_airport,250.0,NA,-73.6961975098,42.262298584
288,heliport,185.0,NA,-123.085556,45.530833
290,heliport,984.0,NA,-97.079498291,36.1152992249
291,small_airport,1500.0,NA,-120.200996399,44.7499008179
292,heliport,50.0,NA,-75.2287979126,39.87929916379999
293,heliport,320.0,NA,-75.63021,40.0306619
294,heliport,994.0,NA,-82.60690307620001,34.8405990601
295,heliport,2437.0,NA,-101.243011,44.993124
297,heliport,49.0,NA,-95.38739776610001,29.700199127199998
298,small_airport,1430.0,NA,-82.67890167239999,36.183300018299995
299,heliport,690.0,NA,-97.60610198970001,30.553499221800003
300,small_airport,565.0,NA,-97.36889648440001,31.7322006226
301,small_airport,6160.0,NA,-110.794998169,37.0083007812
302,small_airport,7826.0,NA,-106.1743889,38.0990833
303,heliport,2004.0,NA,-82.078,36.898
304,small_airport,50.0,NA,-77.21179962160001,37.7144012451
305,small_airport,2156.0,NA,-72.26360321039999,44.4011001587
306,small_airport,1021.0,NA,-92.895401001,46.0228004456
307,small_airport,2345.0,NA,-117.43699646,47.5817985535
308,small_airport,760.0,NA,-88.0167007446,42.523399353
309,small_airport,1510.0,NA,-119.641667,46.963889
310,heliport,1137.0,NA,-79.9561111111,39.6536111111
311,small_airport,1130.0,NA,-98.402861,33.283933
313,small_airport,620.0,NA,-149.1880035,61.66830063
314,heliport,365.0,NA,-85.64969635010002,31.2311992645
315,small_airport,1900.0,NA,-93.57025,36.000633
316,heliport,200.0,NA,-114.634346,32.683452
317,seaplane_base,440.0,NA,-67.931999,47.158901
318,heliport,888.0,NA,-118.713996887,34.137798309299995
319,small_airport,618.0,NA,-122.39099884,38.6106987
320,small_airport,4978.0,NA,-104.9844228,40.2149839
321,heliport,600.0,NA,-73.1162033081,41.7737007141
322,small_airport,295.0,NA,-86.21829986572266,30.918899536132812
323,heliport,6.0,NA,-80.13919830322266,25.960899353027344
324,small_airport,36.0,NA,-81.4083023071289,26.523099899291992
325,small_airport,625.0,NA,-84.71440124511719,32.0713996887207
326,small_airport,1155.0,NA,-93.06829833984375,43.13750076293945
327,small_airport,2969.0,NA,-114.835999,45.914101
328,small_airport,795.0,NA,-84.99720001220703,41.02870178222656
329,small_airport,635.0,NA,-88.0167007446289,41.156700134277344
330,small_airport,860.0,NA,-86.50420379638672,39.641998291015625
331,small_airport,605.0,NA,-89.26399993896484,39.72589874267578
332,small_airport,945.0,NA,-95.95919799804688,37.26620101928711
333,small_airport,1070.0,NA,-84.40720367,37.53689957
334,small_airport,76.0,NA,-91.69779968261719,32.26530075073242
335,heliport,710.0,NA,-87.93509674072266,41.7489013671875
336,small_airport,83.0,NA,-92.47579956054688,31.252199172973633
337,heliport,911.0,NA,-97.214237,34.71979
338,heliport,80.0,NA,-70.91230010986328,42.691200256347656
339,small_airport,20.0,NA,-76.2052001953125,39.250099182128906
340,small_airport,70.0,NA,-67.55919647216797,44.65700149536133
341,heliport,1446.0,NA,-92.2302778,47.5175001
342,heliport,272.0,NA,-89.68009948730469,36.4297981262207
343,heliport,359.0,NA,-90.16809844970703,32.31890106201172
344,small_airport,4364.0,NA,-111.152163,45.815368
346,small_airport,2010.0,NA,-98.3089981079,41.7221984863
347,heliport,200.0,NA,-70.95140075683594,42.92390060424805
348,heliport,7.0,NA,-74.03150177001953,40.7140007019043
349,small_airport,5180.0,NA,-114.088219,39.0311
350,heliport,445.0,NA,-76.09020233154297,43.551998138427734
351,small_airport,830.0,NA,-81.96260070800781,41.28839874267578
353,small_airport,3500.0,NA,-117.35099792480469,45.44150161743164
354,heliport,110.0,NA,-75.178201,39.9548
355,heliport,485.0,NA,-76.85800170898438,40.30009841918945
356,small_airport,1210.0,NA,-77.86190032958984,40.142799377441406
357,small_airport,647.0,NA,-123.24199676513672,45.85150146484375
358,small_airport,276.0,NA,-96.26509857177734,29.809099197387695
359,small_airport,950.0,NA,-97.79139709472656,30.72209930419922
361,small_airport,750.0,NA,-97.35859680175781,33.12929916381836
362,small_airport,608.0,NA,-97.4041976928711,32.12919998168945
363,small_airport,4838.0,NA,-110.31700134277344,37.03329849243164
364,small_airport,7720.0,NA,-105.552001953125,37.41109848022461
365,small_airport,445.0,NA,-78.4186019897461,37.22420120239258
366,heliport,68.0,NA,-73.08670043945312,45.013301849365234
367,heliport,2220.0,NA,-117.41400146484375,47.64820098876953
368,small_airport,958.0,NA,-88.74590301513672,42.651100158691406
369,small_airport,1570.0,NA,-118.0475,48.702222
370,small_airport,105.0,NA,-91.54319763183594,33.07929992675781
371,small_airport,1455.0,NA,-95.43949890136719,46.30379867553711
372,small_airport,425.0,NA,-149.575331,61.627619
373,heliport,415.0,NA,-85.97239685058594,31.388399124145508
374,small_airport,499.0,NA,-92.18489837646484,35.544498443603516
375,heliport,1280.0,NA,-111.751454,33.287759
376,seaplane_base,115.0,NA,-68.8050003052,44.907001495399996
377,heliport,1942.0,NA,-116.83399963378906,34.87080001831055
378,heliport,520.0,NA,-118.28900146484375,35.15719985961914
379,small_airport,5100.0,NA,-103.69100189208984,37.38750076293945
380,small_airport,28.0,NA,-80.32890319824219,26.90839958190918
381,small_airport,105.0,NA,-81.88500213623047,28.641700744628906
382,heliport,3.0,NA,-82.8042984008789,27.953399658203125
383,heliport,1065.0,NA,-84.16210174560547,33.75339889526367
384,seaplane_base,536.0,NA,-86.69110107421875,38.43339920043945
385,small_airport,880.0,NA,-91.83429718017578,41.841400146484375
386,small_airport,2750.0,NA,-116.35900115966797,43.46269989013672
387,small_airport,708.0,NA,-88.86990356445312,41.5994987487793
389,small_airport,695.0,NA,-91.27429962158203,40.5463981628418
390,heliport,1332.0,NA,-97.37249755859375,37.69580078125
392,heliport,1199.3771003119025,NA,-90.02780151367188,29.84600067138672
394,heliport,85.0,NA,-91.32019805908203,30.70789909362793
395,heliport,210.0,NA,-71.60900115966797,42.69060134887695
396,heliport,132.0,NA,-76.54630279541016,39.29140090942383
397,heliport,649.0,NA,-70.844275,44.415247
398,heliport,978.0,NA,-84.39140319824219,42.2510986328125
399,small_airport,1463.0,NA,-92.41670227050001,47.6519012451
400,small_airport,755.0,NA,-94.80439758300781,39.23059844970703
401,small_airport,3541.0,NA,-112.10900115966797,48.55830001831055
402,small_airport,523.0,NA,-74.3916015625,41.43199920654297
403,small_airport,163.0,NA,-78.9302978515625,34.82749938964844
404,small_airport,2180.0,NA,-101.66899871826172,46.7489013671875
405,heliport,1015.0,NA,-95.86170196533203,40.68000030517578
406,small_airport,160.0,NA,-70.97309875488281,42.92839813232422
408,small_airport,5556.0,NA,-114.150277,39.098333
409,small_airport,1100.0,NA,-76.44529724121094,42.84280014038086
410,heliport,1020.0,NA,-80.65699768066406,41.11479949951172
411,small_airport,1160.0,NA,-80.59120178222656,41.50979995727539
412,small_airport,915.0,NA,-84.3822021484375,39.734798431396484
413,heliport,900.0,NA,-94.83360290527344,36.54169845581055
414,small_airport,850.0,NA,-123.08000183105469,45.4650993347168
415,small_airport,1440.0,NA,-78.288152,41.995792
416,heliport,727.0,NA,-76.772533,40.382733
417,heliport,760.0,NA,-79.92130279541016,40.40230178833008
418,small_airport,289.0,NA,-96.24610137939453,29.9419002532959
419,small_airport,1340.0,NA,-97.25309753417969,37.583900451660156
420,small_airport,480.0,NA,-97.11689758300781,30.90850067138672
421,small_airport,129.0,NA,-95.02690124511719,30.312700271606445
422,small_airport,640.0,NA,-86.95690155029297,35.69729995727539
424,small_airport,215.0,NA,-95.81289672851562,30.057600021362305
425,small_airport,1160.0,NA,-78.85530090332031,38.249000549316406
426,heliport,2013.0,NA,-117.197998046875,47.68629837036133
427,small_airport,1075.0,NA,-92.45020294189453,45.66270065307617
428,small_airport,394.0,NA,-122.5530014038086,46.92499923706055
429,small_airport,546.0,NA,-97.04419708251953,33.32469940185547
430,small_airport,1068.0,NA,-96.16059875488281,45.83000183105469
431,small_airport,357.0,NA,-149.9549028,61.6959639
432,heliport,132.0,NA,-85.9791030883789,31.125200271606445
433,small_airport,300.0,NA,-92.80020141601562,35.19449996948242
435,small_airport,360.0,NA,-68.5697021484375,44.448001861572266
436,heliport,850.0,NA,-119.45099639892578,35.13890075683594
437,small_airport,100.0,NA,-121.77100372314453,39.49769973754883
438,small_airport,6620.0,NA,-104.427001953125,39.26359939575195
440,small_airport,764.0,NA,-82.72380065917969,43.06449890136719
441,small_airport,8.0,NA,-80.274803161621,25.325399398804
443,heliport,18.0,NA,-81.8594970703125,26.60540008544922
444,small_airport,750.0,NA,-83.76309967041016,33.67499923706055
445,seaplane_base,538.0,NA,-86.44609832763672,39.05870056152344
446,small_airport,4580.0,NA,-113.30500030517578,42.2781982421875
447,heliport,740.0,NA,-85.64080047607422,39.01060104370117
448,small_airport,750.0,NA,-85.91390228271484,39.573699951171875
449,small_airport,1717.0,NA,-98.0516967773,41.1125984192
450,small_airport,1321.0,NA,-96.93669891357422,37.73419952392578
451,small_airport,532.0,NA,-85.69329833984375,38.08060073852539
453,heliport,80.0,NA,-91.9889984131,32.518100738499996
454,heliport,149.0,NA,-70.70950317382812,41.91699981689453
455,small_airport,700.0,NA,-77.0519027709961,39.608299255371094
456,heliport,250.0,NA,-70.33920288085938,43.73830032348633
457,small_airport,1065.0,NA,-85.0239028930664,43.864200592041016
458,small_airport,1680.0,NA,-95.90950012207031,44.05500030517578
459,small_airport,880.0,NA,-93.61689758300781,38.650001525878906
460,small_airport,2762.0,NA,-106.52799987792969,48.42110061645508
461,small_airport,470.0,NA,-77.00389862060547,40.01679992675781
462,small_airport,625.0,NA,-80.7511978149414,34.83319854736328
463,seaplane_base,1404.0,NA,-72.06390380859375,43.17559814453125
464,heliport,10.0,NA,-73.994863,40.793666
465,small_airport,5120.0,NA,-114.053472,39.102239
466,heliport,1320.0,NA,-74.76499938964844,42.66640090942383
468,small_airport,1322.0,NA,-99.03369903564453,34.633399963378906
469,small_airport,250.0,NA,-122.62000274658203,45.42179870605469
470,small_airport,1690.0,NA,-78.125278,40.998889
471,small_airport,1965.0,NA,-99.36009979248047,39.77280044555664
472,small_airport,30.0,NA,-95.344658,29.240519
473,small_airport,39.0,NA,-97.51280212402344,27.721099853515625
474,small_airport,970.0,NA,-84.24109649658203,35.568599700927734
475,small_airport,690.0,NA,-97.57279968261719,30.625
476,heliport,660.0,NA,-96.447998046875,33.183998107910156
477,small_airport,4480.0,NA,-112.447222,41.716667
478,small_airport,350.0,NA,-78.78309631347656,36.81959915161133
479,small_airport,801.0,NA,-72.91470336914062,44.447200775146484
480,heliport,2110.0,NA,-117.424477,47.651637
482,heliport,840.0,NA,-97.3917007446289,32.542198181152344
483,small_airport,1289.0,NA,-93.5969009399414,46.955501556396484
484,small_airport,200.0,NA,-149.724439,61.569639
485,seaplane_base,8.0,NA,-87.754678,30.243717
487,heliport,1240.0,NA,-111.838835,33.417669
488,small_airport,65.0,NA,-69.88710021972656,44.0
489,heliport,1810.0,NA,-120.8270034790039,38.69490051269531
490,small_airport,1025.0,NA,-120.55400085449219,37.85960006713867
491,heliport,270.0,NA,-119.306181,36.172031
492,small_airport,5600.0,NA,-104.04100036621094,38.73249816894531
493,seaplane_base,881.0,NA,-73.09310150146484,41.895999908447266
494,small_airport,615.0,NA,-96.23310089111328,34.53179931640625
495,small_airport,35.0,NA,-81.48370361328125,26.57979965209961
496,small_airport,65.0,NA,-80.77279663085938,27.363100051879883
497,small_airport,103.0,NA,-81.32869720458984,27.08449935913086
498,heliport,960.0,NA,-81.52619934082031,40.11090087890625
499,small_airport,12.0,NA,-81.28589630126953,31.425800323486328
500,small_airport,2680.0,NA,-116.7770004272461,43.56930160522461
501,heliport,943.0,NA,-85.426386,41.645085
503,seaplane_base,812.0,NA,-85.830556,41.223056
504,small_airport,400.0,NA,-89.20290374759999,37.977798461899994
505,small_airport,1250.0,NA,-97.58000183105469,39.034698486328125
506,heliport,435.0,NA,-87.946994,37.628414
507,small_airport,820.0,NA,-84.6260986328125,36.972599029541016
508,heliport,4.0,NA,-90.18260192871094,29.952999114990234
509,small_airport,665.0,NA,-88.48919677734375,41.07529830932617
510,small_airport,51.0,NA,-92.02359771728516,30.403600692749023
511,small_airport,360.0,NA,-71.49620056152344,42.29399871826172
512,heliport,470.0,NA,-76.61000061035156,39.388301849365234
513,small_airport,554.0,NA,-70.34529876708984,44.81420135498047
514,heliport,1019.0,NA,-84.53659821,42.73419952
515,seaplane_base,1372.0,NA,-93.05439758300781,47.66939926147461
516,small_airport,955.0,NA,-94.28379821777344,37.395599365234375
517,small_airport,345.0,NA,-89.86830139,34.66220093
518,small_airport,3450.0,NA,-108.809624,47.065679
